species,latitude,longitude
Apostolepis sanctaeritae*,-18.2,-45.2333
Apostolepis sanctaeritae*,-10.7081,-48.4172
Apostolepis sanctaeritae*,-10.2128,-48.3603
Apostolepis sanctaeritae*,-9.7514,-48.3581
Apostolepis sanctaeritae*,-17.9869,-46.9078
Apostolepis sanctaeritae*,-19.0042,-43.6167
Apostolepis sanctaeritae*,-15.7797,-47.9297
Apostolepis sanctaeritae*,-11.2386,-48.4633
Apostolepis sanctaeritae*,-12.1432,-48.466
Apostolepis serrana,-12.85,-51.7667
Apostolepis striata,-12.6137,-60.0881
Apostolepis tertulianobeui*,-13.5,-48.35
Apostolepis tertulianobeui*,-11.5224,-50.6629
Apostolepis tertulianobeui*,-23.55,-47.1833
Apostolepis tertulianobeui*,-18.9186,-48.2772
Apostolepis vittata,-15.121,-55.76
Apostolepis vittata,-15.461,-55.7503
Apostolepis vittata,-14.8811,-55.7781
Apostolepis vittata,-12.85,-51.7667
Arremon flavirostris,-20.9435,-45.3934
Arremon flavirostris,-22.8815,-49.2394
Arremon flavirostris,-22.5995,-47.8764
Arremon flavirostris,-15.7625,-48.2824
Arremon flavirostris,-22.4695,-48.9884
Arremon flavirostris,-16.0825,-48.5074
Arremon flavirostris,-21.4295,-45.9474
Arremon flavirostris,-21.0265,-47.3744
Arremon flavirostris,-14.1335,-47.5104
Arremon flavirostris,-22.1265,-47.6634
Arremon flavirostris,-20.4715,-55.7875
Arremon flavirostris,-18.6495,-48.1874
Arremon flavirostris,-21.7945,-48.1764
Arremon flavirostris,-22.3575,-47.3844
Arremon flavirostris,-19.5935,-46.9414
Arremon flavirostris,-21.3645,-46.9404
Arremon flavirostris,-20.2825,-45.5394
Arremon flavirostris,-15.9175,-46.1064
Arremon flavirostris,-24.4205,-53.5215
Arremon flavirostris,-20.5575,-48.5684
Arremon flavirostris,-14.9715,-48.9164
Arremon flavirostris,-20.8915,-47.5854
Arremon flavirostris,-22.3155,-49.0614
Arremon flavirostris,-20.9495,-48.4794
Arremon flavirostris,-22.1095,-56.5215
Arremon flavirostris,-19.8175,-43.9564
Arremon flavirostris,-20.4086,-44.0244
Arremon flavirostris,-19.9685,-44.1984
Arremon flavirostris,-21.0905,-45.5664
Arremon flavirostris,-22.1365,-48.5184
Arremon flavirostris,-20.5395,-56.7155
Arremon flavirostris,-19.7365,-45.2524
Arremon flavirostris,-21.1215,-56.4825
Arremon flavirostris,-15.7805,-47.9304
Arremon flavirostris,-22.2845,-48.1274
Arremon flavirostris,-20.1435,-44.2004
Arremon flavirostris,-20.1915,-47.7084
Arremon flavirostris,-22.6345,-54.8225
Arremon flavirostris,-21.5295,-46.6444
Arremon flavirostris,-19.8805,-43.6704
Arremon flavirostris,-21.2755,-47.3044
Arremon flavirostris,-21.9245,-46.3864
Arremon flavirostris,-20.4435,-54.6465
Arremon flavirostris,-20.7675,-45.2764
Arremon flavirostris,-22.7465,-50.3875
Arremon flavirostris,-20.6155,-46.0504
Arremon flavirostris,-21.4615,-45.2244
Arremon flavirostris,-20.5585,-44.8714
Arremon flavirostris,-20.1845,-44.7714
Arremon flavirostris,-20.5415,-44.6354
Arremon flavirostris,-21.4886,-44.6434
Arremon flavirostris,-21.7745,-47.0864
Arremon flavirostris,-20.5835,-46.9224
Arremon flavirostris,-21.2835,-47.1704
Arremon flavirostris,-20.8725,-51.4884
Arremon flavirostris,-18.1705,-47.9424
Arremon flavirostris,-15.4615,-55.7505
Arremon flavirostris,-20.4435,-44.7664
Arremon flavirostris,-15.7945,-48.7764
Arremon flavirostris,-14.1515,-48.0784
Arremon flavirostris,-19.6985,-49.0814
Arremon flavirostris,-21.8815,-45.0854
Arremon flavirostris,-20.6605,-43.7864
Arremon flavirostris,-19.9325,-44.0544
Arremon flavirostris,-19.1255,-44.3214
Arremon flavirostris,-19.8325,-54.8295
Arremon flavirostris,-23.1815,-50.6474
Arremon flavirostris,-21.0245,-44.2234
Arremon flavirostris,-19.0095,-57.6535
Arremon flavirostris,-22.2205,-47.6264
Arremon flavirostris,-20.3975,-47.4204
Arremon flavirostris,-16.7695,-47.6144
Arremon flavirostris,-15.5965,-56.0975
Arremon flavirostris,-18.7565,-44.4314
Arremon flavirostris,-20.3445,-46.8544
Arremon flavirostris,-21.9045,-47.6194
Arremon flavirostris,-24.9435,-54.1035
Arremon flavirostris,-22.3665,-48.3804
Arremon flavirostris,-21.1096,-44.0234
Arremon flavirostris,-22.1005,-48.3184
Arremon flavirostris,-23.7875,-54.2845
Arremon flavirostris,-19.7635,-44.3144
Arremon flavirostris,-22.0466,-45.9514
Arremon flavirostris,-19.5225,-45.7884
Arremon flavirostris,-15.5375,-47.3344
Arremon flavirostris,-25.5485,-54.5885
Arremon flavirostris,-20.5395,-47.4014
Arremon flavirostris,-19.3685,-44.0564
Arremon flavirostris,-22.2915,-49.5534
Arremon flavirostris,-22.2115,-49.6564
Arremon flavirostris,-24.1855,-53.0285
Arremon flavirostris,-24.0805,-54.2565
Arremon flavirostris,-20.4285,-47.8244
Arremon flavirostris,-21.0285,-51.2075
Arremon flavirostris,-21.2995,-46.8034
Arremon flavirostris,-13.9365,-46.4804
Arremon flavirostris,-21.3055,-46.7134
Arremon flavirostris,-21.9555,-47.9974
Arremon flavirostris,-19.4785,-46.5394
Arremon flavirostris,-23.2695,-51.0485
Arremon flavirostris,-20.4625,-47.1224
Arremon flavirostris,-22.4365,-47.7194
Arremon flavirostris,-21.5715,-51.3455
Arremon flavirostris,-21.0785,-47.0484
Arremon flavirostris,-22.4366,-46.8224
Arremon flavirostris,-20.1975,-44.4214
Arremon flavirostris,-20.0755,-44.5764
Arremon flavirostris,-22.2535,-47.8234
Arremon flavirostris,-21.3176,-44.8714
Arremon flavirostris,-19.5145,-43.7454
Arremon flavirostris,-23.1615,-49.9694
Arremon flavirostris,-21.0175,-46.7414
Arremon flavirostris,-22.2866,-46.6124
Arremon flavirostris,-21.0185,-47.7644
Arremon flavirostris,-22.2965,-48.5584
Arremon flavirostris,-21.5155,-51.4344
Arremon flavirostris,-21.2535,-46.5774
Arremon flavirostris,-20.0235,-45.5444
Arremon flavirostris,-16.9835,-44.5824
Arremon flavirostris,-18.7795,-46.4084
Arremon flavirostris,-19.6275,-43.8904
Arremon flavirostris,-21.9765,-45.3504
Arremon flavirostris,-21.2456,-45.0004
Arremon flavirostris,-22.1865,-47.3904
Arremon flavirostris,-22.5995,-48.8004
Arremon flavirostris,-23.3105,-51.1634
Arremon flavirostris,-21.5555,-47.7044
Arremon flavirostris,-21.5116,-44.9034
Arremon flavirostris,-19.8015,-45.6864
Arremon flavirostris,-16.2535,-47.9504
Arremon flavirostris,-21.6756,-45.9204
Arremon flavirostris,-23.0035,-49.3224
Arremon flavirostris,-22.2145,-49.9464
Arremon flavirostris,-20.0565,-44.1884
Arremon flavirostris,-19.3325,-45.2374
Arremon flavirostris,-21.6035,-48.3664
Arremon flavirostris,-19.9865,-44.4284
Arremon flavirostris,-19.5585,-44.0814
Arremon flavirostris,-24.4545,-54.1625
Arremon flavirostris,-22.4095,-48.4514
Arremon flavirostris,-20.2415,-56.3785
Arremon flavirostris,-21.4685,-47.0054
Arremon flavirostris,-20.3335,-44.0534
Arremon flavirostris,-22.6826,-46.6814
Arremon flavirostris,-21.2615,-48.4964
Arremon flavirostris,-22.9576,-45.8404
Arremon flavirostris,-16.7355,-43.8624
Arremon flavirostris,-17.7325,-49.1014
Arremon flavirostris,-21.2365,-45.2364
Arremon flavirostris,-14.4745,-48.4604
Arremon flavirostris,-22.2335,-53.3435
Arremon flavirostris,-19.9865,-43.8474
Arremon flavirostris,-21.1265,-46.4204
Arremon flavirostris,-12.9315,-46.5744
Arremon flavirostris,-17.0315,-48.2964
Arremon flavirostris,-20.2885,-43.5084
Arremon flavirostris,-15.1605,-48.2844
Arremon flavirostris,-20.3715,-45.6614
Arremon flavirostris,-24.2845,-53.8405
Arremon flavirostris,-19.8605,-44.6084
Arremon flavirostris,-22.4135,-50.5765
Arremon flavirostris,-23.2815,-52.6025
Arremon flavirostris,-20.7195,-46.6104
Arremon flavirostris,-18.5795,-46.5184
Arremon flavirostris,-18.9445,-46.9934
Arremon flavirostris,-20.2585,-45.2094
Arremon flavirostris,-19.6185,-44.0434
Arremon flavirostris,-19.9535,-45.0844
Arremon flavirostris,-19.3535,-47.2934
Arremon flavirostris,-21.0916,-45.0914
Arremon flavirostris,-22.7255,-47.6494
Arremon flavirostris,-23.1945,-49.3844
Arremon flavirostris,-21.9995,-49.4574
Arremon flavirostris,-21.9965,-47.4264
Arremon flavirostris,-20.4655,-45.9584
Arremon flavirostris,-15.4535,-47.6144
Arremon flavirostris,-16.2575,-56.6235
Arremon flavirostris,-19.2245,-44.9354
Arremon flavirostris,-22.5365,-55.7265
Arremon flavirostris,-21.8545,-47.4794
Arremon flavirostris,-22.2306,-45.9364
Arremon flavirostris,-21.0585,-44.0804
Arremon flavirostris,-18.4185,-46.4184
Arremon flavirostris,-23.0845,-53.4845
Arremon flavirostris,-20.9226,-44.2384
Arremon flavirostris,-22.0675,-48.1764
Arremon flavirostris,-21.1785,-47.8104
Arremon flavirostris,-21.1915,-45.0624
Arremon flavirostris,-20.0815,-47.4214
Arremon flavirostris,-22.4115,-47.5614
Arremon flavirostris,-21.0226,-44.3184
Arremon flavirostris,-19.8865,-43.8074
Arremon flavirostris,-19.8655,-47.4404
Arremon flavirostris,-22.1405,-47.4524
Arremon flavirostris,-23.0385,-51.8055
Arremon flavirostris,-20.2115,-50.9264
Arremon flavirostris,-23.1515,-50.5195
Arremon flavirostris,-21.7105,-47.4784
Arremon flavirostris,-21.4735,-47.3634
Arremon flavirostris,-19.1695,-43.7144
Arremon flavirostris,-21.0875,-47.1514
Arremon flavirostris,-20.0875,-45.2944
Arremon flavirostris,-21.5826,-45.0764
Arremon flavirostris,-22.0185,-47.8914
Arremon flavirostris,-13.3985,-46.3184
Arremon flavirostris,-20.6415,-46.5064
Arremon flavirostris,-21.9695,-46.7984
Arremon flavirostris,-21.1366,-44.2624
Arremon flavirostris,-20.5815,-47.8554
Arremon flavirostris,-21.5965,-46.8894
Arremon flavirostris,-22.5495,-47.9144
Arremon flavirostris,-20.2455,-46.3664
Arremon flavirostris,-21.7115,-46.8214
Arremon flavirostris,-20.9175,-46.9914
Arremon flavirostris,-21.7225,-44.9854
Arremon flavirostris,-21.3115,-47.5664
Arremon flavirostris,-19.4665,-44.2474
Arremon flavirostris,-16.6595,-48.6084
Arremon flavirostris,-19.9225,-46.8234
Arremon flavirostris,-22.5335,-52.1685
Arremon flavirostris,-23.1026,-47.7154
Arremon flavirostris,-23.2055,-49.6074
Arremon flavirostris,-21.1105,-44.1784
Arremon flavirostris,-24.7145,-53.7435
Arremon flavirostris,-20.2355,-50.8904
Arremon flavirostris,-20.7515,-51.6785
Arremon flavirostris,-21.9355,-50.5144
Arremon flavirostris,-17.2865,-42.7304
Arremon flavirostris,-19.7485,-47.9324
Arremon flavirostris,-18.9195,-48.2774
Arremon flavirostris,-16.3585,-46.9064
Arremon flavirostris,-16.0645,-46.2544
Arremon flavirostris,-20.3275,-46.3664
Arremon flavirostris,-21.8325,-46.8944
Arremon flavirostris,-21.5515,-45.4304
Arremon flavirostris,-17.9875,-46.9084
Arremon flavirostris,-19.6925,-43.9234
Arremon flavirostris,-22.4095,-54.4365
Asthenes luizae,-19.2833,-43.5667
Asthenes luizae,-18.1,-43.1333
Asthenes luizae,-19.2833,-43.6
Asthenes luizae,-19.3833,-43.5667
Asthenes luizae,-16.8333,-43.05
Asthenes luizae,-18.8,-43.8833
Asthenes luizae,-18.4,-43.35
Asthenes luizae,-18.2,-43.3
Asthenes luizae,-19.0833,-43.55
Asthenes luizae,-19.1695,-43.7144
Asthenes luizae,-18.3833,-43.95
Asthenes luizae,-19.2333,-43.55
Asthenes luizae,-18.4333,-43.4167
Asthenes luizae,-18.0667,-43.1333
Asthenes luizae,-17.0333,-43.3333
Asthenes luizae,-18.6055,-43.3794
Asthenes luizae,-19.3333,-43.5167
Asthenes luizae,-18.5,-43.4333
Asthenes luizae,-19.5677,-43.5372
Asthenes luizae,-19.5416,-43.5439
Asthenes luizae,-19.5401,-43.5446
Asthenes luizae,-19.54,-43.5766
Asthenes luizae,-19.5392,-43.5807
Asthenes luizae,-19.5031,-43.5542
Asthenes luizae,-19.5012,-43.5553
Asthenes luizae,-19.4976,-43.5585
Asthenes luizae,-19.4932,-43.5539
Asthenes luizae,-19.4926,-43.5648
Asthenes luizae,-19.4895,-43.5577
Asthenes luizae,-19.4837,-43.5539
Asthenes luizae,-19.4821,-43.5534
Asthenes luizae,-19.4816,-43.5666
Asthenes luizae,-19.4765,-43.5588
Asthenes luizae,-19.466,-43.56
Asthenes luizae,-19.4983,-43.5839
Asthenes luizae,-19.4965,-43.5899
Asthenes luizae,-19.4962,-43.5838
Asthenes luizae,-19.4946,-43.592
Asthenes luizae,-19.4917,-43.5824
Asthenes luizae,-19.4913,-43.5807
Asthenes luizae,-19.4815,-43.5764
Asthenes luizae,-19.4821,-43.5261
Asthenes luizae,-19.4136,-43.5279
Asthenes luizae,-19.4126,-43.5296
Asthenes luizae,-19.3945,-43.5505
Asthenes luizae,-19.406,-43.4859
Asthenes luizae,-19.394,-43.488
Asthenes luizae,-19.3606,-43.4917
Asthenes luizae,-19.3593,-43.4855
Asthenes luizae,-19.3527,-43.4987
Asthenes luizae,-19.3526,-43.4962
Asthenes luizae,-19.345,-43.5082
Asthenes luizae,-19.3365,-43.5215
Asthenes luizae,-19.3309,-43.5188
Asthenes luizae,-19.4352,-43.3912
Asthenes luizae,-19.3144,-43.5828
Asthenes luizae,-19.2975,-43.5876
Asthenes luizae,-19.2894,-43.588
Asthenes luizae,-19.2852,-43.5379
Asthenes luizae,-19.2794,-43.5356
Asthenes luizae,-19.2719,-43.5351
Asthenes luizae,-19.3021,-43.5018
Asthenes luizae,-19.3014,-43.4822
Asthenes luizae,-19.2485,-43.5053
Asthenes luizae,-19.2011,-43.6486
Asthenes luizae,-19.0958,-43.5546
Asthenes luizae,-19.1152,-43.6702
Asthenes luizae,-19.1114,-43.671
Asthenes luizae,-19.1026,-43.6735
Asthenes luizae,-19.0879,-43.6576
Asthenes luizae,-19.0851,-43.6707
Asthenes luizae,-19.0827,-43.6617
Asthenes luizae,-19.0825,-43.6592
Asthenes luizae,-19.0792,-43.6649
Asthenes luizae,-19.0403,-43.7198
Asthenes luizae,-18.8029,-43.8803
Asthenes luizae,-18.7811,-43.8547
Asthenes luizae,-18.7789,-43.855
Asthenes luizae,-18.6154,-43.8992
Asthenes luizae,-18.1614,-43.7014
Asthenes luizae,-17.9608,-43.8078
Asthenes luizae,-17.9267,-43.8133
Asthenes luizae,-17.9181,-43.8331
Asthenes luizae,-17.895,-43.7692
Asthenes luizae,-17.8947,-43.7675
Asthenes luizae,-17.5545,-43.7366
Asthenes luizae,-17.5536,-43.7344
Asthenes luizae,-17.5525,-43.7351
Asthenes luizae,-18.5086,-43.4417
Asthenes luizae,-18.4428,-43.3953
Asthenes luizae,-18.4418,-43.4168
Asthenes luizae,-18.4045,-43.3731
Asthenes luizae,-18.3991,-43.3483
Asthenes luizae,-18.3644,-43.3175
Asthenes luizae,-18.3617,-43.3186
Asthenes luizae,-18.3011,-43.2583
Asthenes luizae,-18.2257,-43.3516
Asthenes luizae,-18.2077,-43.311
Asthenes luizae,-18.0758,-43.0747
Asthenes luizae,-18.0736,-43.0725
Asthenes luizae,-17.0055,-43.3434
Asthenes luizae,-16.848,-43.0357
Asthenes luizae,-16.8414,-43.0539
Asthenes luizae,-15.7219,-42.8203
Asthenes luizae,-15.2372,-42.8228
Asthenes luizae,-15.2331,-42.8183
Atractus albuquerquei,-9.5369,-57.4294
Atractus albuquerquei,-9.5667,-57.3917
Atractus albuquerquei,-18.6739,-51.8806
Atractus albuquerquei,-18.6634,-51.8716
Atractus albuquerquei,-20.1,-54.15
Atractus albuquerquei,-19.9167,-54.35
Atractus albuquerquei,-12.8167,-51.7667
Atractus albuquerquei,-21.129,-52.0779
Atractus albuquerquei,-9.8381,-67.9378
Atractus albuquerquei,-11.4667,-61.8308
Atractus albuquerquei,-19.5425,-49.61
Atractus albuquerquei,-8.75,-63.4667
Atractus albuquerquei,-13.8,-47.5
Atractus albuquerquei,-13.5167,-48.05
Atractus albuquerquei,-19.2206,-52.9144
Atractus albuquerquei,-11.5,-54.8833
Atractus albuquerquei,-13.8333,-48.3
Atractus albuquerquei,-9.8463,-58.2197
Atractus albuquerquei,-11.5,-60.6667
Atractus albuquerquei,-18.73,-47.86
Atractus albuquerquei,-11.5833,-55.15
Atractus albuquerquei,-8.0667,-47.5167
Atractus albuquerquei,-7.7167,-47.3167
Atractus albuquerquei,-2.557,-47.4938
Atractus albuquerquei,-9.2,-63.0833
Atractus albuquerquei,-10.4333,-62.45
Atractus albuquerquei,-10.4333,-62.4667
Atractus albuquerquei,-10.4333,-62.4833
Atractus albuquerquei,-10.8833,-61.95
Atractus albuquerquei,-10.7917,-61.6917
Atractus albuquerquei,-10.8833,-61.9333
Atractus albuquerquei,-10.3268,-58.5979
Atractus albuquerquei,-13.5333,-48.2167
Atractus albuquerquei,-13.5331,-48.22
Atractus albuquerquei,-13.5,-48.35
Atractus albuquerquei,-13.5333,-48.2417
Atractus albuquerquei,-18.25,-52.8833
Atractus albuquerquei,-17.5667,-52.55
Atractus albuquerquei,-11.2,-61.5167
Atractus albuquerquei,-10.2667,-63.3
Atractus albuquerquei,-11.15,-61.5667
Atractus albuquerquei,-10.7833,-61.6833
Atractus albuquerquei,-6.3,-60.33
Atractus albuquerquei,-6.75,-51.08
Atractus albuquerquei,-10.7833,-62.2333
Atractus albuquerquei,-10.7167,-62.25
Atractus albuquerquei,-5.7495,-48.3178
Atractus albuquerquei,-9.6667,-56.4667
Atractus albuquerquei,-6.1,-49.9
Atractus albuquerquei,-6.0667,-49.9
Atractus albuquerquei,-18.1,-52.9167
Atractus albuquerquei,-11.6833,-61.1833
Atractus albuquerquei,-11.6667,-61.1833
Atractus albuquerquei,-15.65,-57.2
Atractus albuquerquei,-8.7667,-63.4458
Atractus albuquerquei,-8.75,-63.4542
Atractus albuquerquei,-12.85,-51.7667
Atractus albuquerquei,-9.9667,-67.8
Atractus albuquerquei,-9.95,-67.8667
Atractus albuquerquei,-4.7758,-48.0669
Atractus albuquerquei,-15.5,-59.3333
Atractus albuquerquei,-9.1667,-63.0667
Atractus albuquerquei,-2.85,-48.2333
Atractus albuquerquei,-20.755,-51.6561
Atractus albuquerquei,-19.2375,-47.8047
Atractus albuquerquei,-15.1875,-59.983
Atractus albuquerquei,-8.78,-63.7
Atractus albuquerquei,-18.408,-52.549
Atractus albuquerquei,-10.246,-63.29
Atractus albuquerquei,-9.665,-56.477
Atractus edioi,-13.5333,-48.2417
Atractus pantostictus*,-22.881,-49.239
Atractus pantostictus*,-21.35,-46.9333
Atractus pantostictus*,-21.4542,-45.9375
Atractus pantostictus*,-21.4333,-45.95
Atractus pantostictus*,-11.3061,-48.9358
Atractus pantostictus*,-22.5797,-44.6969
Atractus pantostictus*,-22.6833,-44.6917
Atractus pantostictus*,-10.6833,-50.6333
Atractus pantostictus*,-23.511,-46.876
Atractus pantostictus*,-23.5106,-46.8761
Atractus pantostictus*,-23.5,-46.8833
Atractus pantostictus*,-19.95,-43.9
Atractus pantostictus*,-19.9417,-44.025
Atractus pantostictus*,-19.9333,-43.9333
Atractus pantostictus*,-19.925,-43.9917
Atractus pantostictus*,-19.9208,-43.9917
Atractus pantostictus*,-19.9167,-43.9833
Atractus pantostictus*,-19.9167,-43.9917
Atractus pantostictus*,-19.8958,-43.9139
Atractus pantostictus*,-19.8157,-43.9542
Atractus pantostictus*,-22.1667,-48.75
Atractus pantostictus*,-22.1931,-48.7789
Atractus pantostictus*,-15.847,-47.9355
Atractus pantostictus*,-15.8209,-47.8162
Atractus pantostictus*,-15.7099,-48.0224
Atractus pantostictus*,-15.7797,-47.9297
Atractus pantostictus*,-15.85,-47.9333
Atractus pantostictus*,-23.308,-47.133
Atractus pantostictus*,-23.3075,-47.1328
Atractus pantostictus*,-23.3,-47.1333
Atractus pantostictus*,-23.3642,-46.7406
Atractus pantostictus*,-23.364,-46.741
Atractus pantostictus*,-23.3667,-46.75
Atractus pantostictus*,-23.3561,-46.8769
Atractus pantostictus*,-23.35,-46.8667
Atractus pantostictus*,-23.3583,-46.875
Atractus pantostictus*,-21.1167,-45.8333
Atractus pantostictus*,-21.1083,-45.8333
Atractus pantostictus*,-23.2064,-46.7844
Atractus pantostictus*,-23.2,-46.7833
Atractus pantostictus*,-21.1067,-45.8303
Atractus pantostictus*,-13.5077,-48.3559
Atractus pantostictus*,-13.5056,-48.3642
Atractus pantostictus*,-21.7667,-47.0833
Atractus pantostictus*,-19.817,-43.956
Atractus pantostictus*,-20.6667,-43.8
Atractus pantostictus*,-20.65,-43.7833
Atractus pantostictus*,-19.9386,-44.0529
Atractus pantostictus*,-19.9333,-44.0333
Atractus pantostictus*,-19.9167,-44.05
Atractus pantostictus*,-19.85,-44.0333
Atractus pantostictus*,-19.9333,-44.05
Atractus pantostictus*,-20.1333,-44.8833
Atractus pantostictus*,-19.7667,-44.1333
Atractus pantostictus*,-19.75,-44.3
Atractus pantostictus*,-19.7667,-44.3167
Atractus pantostictus*,-20.2833,-50.2333
Atractus pantostictus*,-23.2817,-46.7453
Atractus pantostictus*,-23.2833,-46.75
Atractus pantostictus*,-23.3167,-46.7167
Atractus pantostictus*,-23.3217,-46.7269
Atractus pantostictus*,-23.325,-46.725
Atractus pantostictus*,-23.2583,-46.7833
Atractus pantostictus*,-20.0667,-44.3
Atractus pantostictus*,-20.2611,-43.95
Atractus pantostictus*,-20.25,-43.8
Atractus pantostictus*,-23.7167,-46.8333
Atractus pantostictus*,-23.7169,-46.8492
Atractus pantostictus*,-23.7167,-46.85
Atractus pantostictus*,-24.1,-49.3167
Atractus pantostictus*,-22.2333,-47.8833
Atractus pantostictus*,-22.2167,-47.8833
Atractus pantostictus*,-20.2689,-50.5458
Atractus pantostictus*,-20.2667,-50.5333
Atractus pantostictus*,-20.2667,-50.55
Atractus pantostictus*,-23.1014,-46.7283
Atractus pantostictus*,-23.1,-46.7167
Atractus pantostictus*,-15.6167,-46.4167
Atractus pantostictus*,-23.1972,-46.8708
Atractus pantostictus*,-23.1833,-46.8833
Atractus pantostictus*,-23.1864,-46.8842
Atractus pantostictus*,-9.75,-48.35
Atractus pantostictus*,-23.0867,-46.9495
Atractus pantostictus*,-23.0833,-46.95
Atractus pantostictus*,-21.6747,-45.9197
Atractus pantostictus*,-21.6667,-45.9167
Atractus pantostictus*,-21.6833,-45.9167
Atractus pantostictus*,-10.7333,-46.7833
Atractus pantostictus*,-13.5331,-48.22
Atractus pantostictus*,-13.5333,-48.2167
Atractus pantostictus*,-13.5333,-48.2417
Atractus pantostictus*,-7.1167,-48.45
Atractus pantostictus*,-21.2333,-45.2333
Atractus pantostictus*,-20.8146,-49.633
Atractus pantostictus*,-20.85,-49.6333
Atractus pantostictus*,-14.05,-48.3167
Atractus pantostictus*,-7.6333,-48.4167
Atractus pantostictus*,-20.7203,-47.8867
Atractus pantostictus*,-20.7167,-47.8833
Atractus pantostictus*,-20.4856,-43.7294
Atractus pantostictus*,-20.5167,-43.7
Atractus pantostictus*,-20.2875,-43.5081
Atractus pantostictus*,-20.3833,-43.5
Atractus pantostictus*,-10.3,-48.35
Atractus pantostictus*,-10.2128,-48.3603
Atractus pantostictus*,-12.6,-47.8667
Atractus pantostictus*,-23.7781,-46.3044
Atractus pantostictus*,-23.7667,-46.3
Atractus pantostictus*,-12.0167,-48.5333
Atractus pantostictus*,-23.5478,-46.6358
Atractus pantostictus*,-23.7119,-47.4278
Atractus pantostictus*,-23.7167,-47.4167
Atractus pantostictus*,-17.35,-44.9333
Atractus pantostictus*,-17.345,-44.9419
Atractus pantostictus*,-17.45,-44.9167
Atractus pantostictus*,-23.5403,-46.63
Atractus pantostictus*,-10.7081,-48.4172
Atractus pantostictus*,-21.025,-44.3167
Atractus pantostictus*,-21.0167,-44.3167
Atractus pantostictus*,-19.8833,-43.8
Atractus pantostictus*,-23.5167,-45.8333
Atractus pantostictus*,-23.65,-45.8833
Atractus pantostictus*,-19.7667,-43.85
Atractus pantostictus*,-19.7667,-43.8833
Atractus pantostictus*,-19.2833,-43.5667
Atractus pantostictus*,-23.6639,-46.5378
Atractus pantostictus*,-23.7792,-46.3
Atractus pantostictus*,-20.0789,-45.2987
Atractus pantostictus*,-20.1,-45.2833
Atractus pantostictus*,-23.6833,-46.55
Atractus pantostictus*,-22.0167,-47.8833
Atractus pantostictus*,-21.5956,-46.8886
Atractus pantostictus*,-20.8197,-49.3794
Atractus pantostictus*,-20.8167,-49.3833
Atractus pantostictus*,-23.179,-45.887
Atractus pantostictus*,-23.1794,-45.8869
Atractus pantostictus*,-23.1833,-45.8833
Atractus pantostictus*,-22.9167,-45.9667
Atractus pantostictus*,-23.5943,-48.0538
Atractus pantostictus*,-23.5333,-46.6333
Atractus pantostictus*,-23.5475,-46.6361
Atractus pantostictus*,-23.55,-46.6333
Atractus pantostictus*,-23.4833,-46.725
Atractus pantostictus*,-23.45,-46.7667
Atractus pantostictus*,-23.4,-46.75
Atractus pantostictus*,-12.7333,-48.2333
Atractus pantostictus*,-21.4797,-47.9141
Atractus pantostictus*,-21.4833,-47.55
Atractus pantostictus*,-21.6646,-44.4375
Atractus pantostictus*,-21.7,-44.4333
Atractus pantostictus*,-18.9167,-48.2667
Atractus pantostictus*,-18.9113,-48.2622
Atractus pantostictus*,-18.9186,-48.2772
Atractus pantostictus*,-18.9167,-48.2833
Atractus pantostictus*,-13.79,-48.571
Atractus pantostictus*,-13.5,-48.35
Atractus pantostictus*,-14.525,-49.141
Atractus pantostictus*,-23.2083,-46.8333
Atractus pantostictus*,-23.2114,-46.8283
Atractus pantostictus*,-19.6689,-44.0187
Atractus pantostictus*,-19.6833,-43.9333
Atractus pantostictus*,-23.206,-46.784
Atractus pantostictus*,-23.2,-46.8
Atractus pantostictus*,-21.774,-47.086
Atractus pantostictus*,-13.798,-47.458
Atractus pantostictus*,-14.151,-48.078
Atractus pantostictus*,-19.932,-44.054
Atractus pantostictus*,-19.763,-44.314
Atractus pantostictus*,-23.282,-46.745
Atractus pantostictus*,-23.322,-46.727
Atractus pantostictus*,-23.3333,-46.7167
Atractus pantostictus*,-23.717,-46.849
Atractus pantostictus*,-23.101,-46.728
Atractus pantostictus*,-23.186,-46.884
Atractus pantostictus*,-9.751,-48.358
Atractus pantostictus*,-21.675,-45.92
Atractus pantostictus*,-13.533,-48.22
Atractus pantostictus*,-20.846,-49.63
Atractus pantostictus*,-14.474,-48.46
Atractus pantostictus*,-20.72,-47.887
Atractus pantostictus*,-12.6153,-47.8831
Atractus pantostictus*,-12.615,-47.883
Atractus pantostictus*,-23.712,-47.428
Atractus pantostictus*,-10.708,-48.417
Atractus pantostictus*,-20.087,-45.294
Atractus pantostictus*,-22.8999,-45.9659
Atractus pantostictus*,-23.4,-46.7667
Atractus pantostictus*,-23.4611,-46.7611
Atractus pantostictus*,-12.744,-48.236
Atractus pantostictus*,-21.479,-47.551
Atractus pantostictus*,-21.713,-44.444
Atractus pantostictus*,-21.11,-44.178
Atractus pantostictus*,-9.75,-48.4
Atractus pantostictus*,-12.1432,-48.466
Atractus pantostictus*,-23.211,-46.828
Atractus pantostictus*,-19.692,-43.923
Atractus spinalis,-19.4509,-43.4951
Atractus spinalis,-19.2469,-43.5097
Atractus spinalis,-19.2281,-43.5064
Atractus stygius*,-12.4972,-57.875
Atractus stygius*,-11.4601,-55.3302
Atractus stygius*,-9.85,-58.2333
