species,voucher,series,locality,municipality,state,country,latitude,longitude,elevation
Tropidurus itambere,MZUSP 10290,~91,Vinhedo,Vinhedo,SP,Brazil,-23.0167,-46.9667,834
Tropidurus itambere,MZUSP 05028,,Vista Alegre do Alto,Vista Alegre do Alto,SP,Brazil,-21.1667,-48.6167,609
Tropidurus itambere,MZUSP 13778,~86,Votorantim,Votorantim,SP,Brazil,-23.5333,-47.4333,618
Tropidurus itambere,MZUSP 05067,,Xavantina,Xavantina,MT,Brazil,-14.6667,-52.35,312
Tropidurus itambere,MZUSP 05170,,Xavantina,Xavantina,MT,Brazil,-14.6667,-52.35,312
Tropidurus montanus,MZUSP 07651,,Caeté,Alto Serra da Piedade,MG,Brazil,-17.6667,-44.5833,929
Tropidurus montanus,MZUSP 10131,,Belo Horizonte,Belo Horizonte,MG,Brazil,-19.8157,-43.9542,825
Tropidurus montanus,MZUSP 67159,~66,Buritis,Buritis,MG,Brazil,-15.6167,-46.4167,597
Tropidurus montanus,MZUSP 66240,,Diamantina,Diamantina,MG,Brazil,-18.2333,-43.6,1224
Tropidurus montanus,MZUSP 66490,,Diamantina,Diamantina,MG,Brazil,-18.2333,-43.6,1224
Tropidurus montanus,MZUSP 56348,~54,Extração,Extração,MG,Brazil,-18.2833,-43.5167,996
Tropidurus montanus,MZUSP 78525,,Gouveia,Gouveia,MG,Brazil,-18.45,-43.7333,1187
Tropidurus montanus,MZUSP 56882,~886,Graõ Mogol,Graõ Mogol,MG,Brazil,-16.55,-42.8833,915
Tropidurus montanus,MZUSP 55506,,Guinda ,Guinda ,MG,Brazil,-18.25,-43.6667,1227
Tropidurus montanus,MZUSP 55510,,Guinda ,Guinda ,MG,Brazil,-18.25,-43.6667,1227
Tropidurus montanus,MZUSP 55547,,Santana do Riacho,Santana do Riacho,MG,Brazil,-19.1667,-43.7,989
Tropidurus montanus,MZUSP 69284,~85,Serra de jequitaí,Serra de jequitaí,MG,Brazil,-17.25,-44.4667,584
Tropidurus montanus,MZUSP 56944,,Serra do Cabral,Serra do Cabral,MG,Brazil,-17.75,-44.3667,1027
Tropidurus montanus,MZUSP 08467,10135; 26824-5,Serra do Caraça,Serra do Caraça,MG,Brazil,-20.1333,-43.5,1484
Tropidurus montanus,MZUSP 10130,54876-94,Serra do Cipó,Serra do Cipó,MG,Brazil,-19.3333,-43.5333,973
Tropidurus montanus,MZUSP 55543,,Serra do Cipó,Serra do Cipó,MG,Brazil,-19.3333,-43.5333,973
Tropidurus montanus,MZUSP 55544,holotype,rodovia- MG2 km 127,Serra do Cipó,MG,Brazil,-19.2946,-43.5944,1240
Tropidurus montanus,MZUSP 55494,~96,Serro,Serro,MG,Brazil,-18.6,-43.3667,860
Tropidurus montanus,MZUSP 55499,,Sopa,Sopa,MG,Brazil,-18.2167,-43.6833,1229
Tropidurus montanus,MZUSP 07657,,Caeté,Sopé da Serra da Piedade,MG,Brazil,-17.6667,-44.5833,929
Tropidurus montanus,MZUSP 75010,~11,Trinta Reis,Trinta Reis,MG,Brazil,-18.5333,-43.5833,1167
Tropidurus oreadicus,MZUSP 56573,,pirenópolis,8km N,GO,Brazil,-15.85,-48.95,769
Tropidurus oreadicus,CHUNB 23751,CN00262,PE Nascentes do Taquari,Alcinópolis,MS,Brazil,-18.1667,-53.35,610
Tropidurus oreadicus,MZUSP 19552,,Alto Araguaia,Alto Araguaia,MT,Brazil,-17.3042,-53.2014,631
Tropidurus oreadicus,MZUSP 78864,,Alto Araguaia,Alto Araguaia,MT,Brazil,-17.3042,-53.2014,631
Tropidurus oreadicus,MZUSP 54962,~65,Alvorada do Norte,Alvorada do Norte,GO,Brazil,-14.4667,-46.4833,589
Tropidurus oreadicus,MPEG 4555,,Ananindeua,Ananindeua,PA,Brazil,-1.3656,-48.3722,12
Tropidurus oreadicus,MZUSP 75057,~75075,Serra do paxixi,Aquidauana,MS,Brazil,-20.4667,-55.7833,180
Tropidurus oreadicus,MZUSP 88133,,Araguaina,Araguaina,TO,Brazil,-7.1833,-48.2,211
Tropidurus oreadicus,MZUSP 88168,88171-72,Araguaina,Araguaina,TO,Brazil,-7.1833,-48.2,211
Tropidurus oreadicus,MZUSP 12962,,Araguatins,Araguatins,TO,Brazil,-5.6511,-48.1244,75
Tropidurus oreadicus,MZUSP 72573,~74,carajás,área de canga,PA,Brazil,-6,-51.3333,300
Tropidurus oreadicus,MZUSP 69379,~81,Arraias,Arraias,GO,Brazil,-12.9167,-46.9333,610
Tropidurus oreadicus,MZUSP 91319,~43,Babaçulândia,Babaçulândia,TO,Brazil,-7.2011,-47.7661,97
Tropidurus oreadicus,MZUSP 19664,~671,Baião,Baião,PA,Brazil,-2.7833,-49.6667,24
Tropidurus oreadicus,MZUSP 05407,~5581,Barra do Corda,Barra do Corda,MA,Brazil,-5.5056,-45.2433,100
Tropidurus oreadicus,MZUSP 78766,~68,Barra do Garças,Barra do Garças,MT,Brazil,-15.89,-52.2567,288
Tropidurus oreadicus,MZUSP 79725,,Barra do Garças,Barra do Garças,MT,Brazil,-15.89,-52.2567,288
Tropidurus oreadicus,MPEG 1995,,Belém,Belem,PA,Brazil,-1.4558,-48.5044,0
Tropidurus oreadicus,MZUSP 02241,~43,Belém,Belem,PA,Brazil,-1.4558,-48.5044,0
Tropidurus oreadicus,MZUSP 04583,~95,Belém,Belem,PA,Brazil,-1.4558,-48.5044,0
Tropidurus oreadicus,MZUSP 05599,~601,Belém,Belem,PA,Brazil,-1.4558,-48.5044,0
Tropidurus oreadicus,MZUSP 11433,~446,Belém,Belem,PA,Brazil,-1.4558,-48.5044,0
Tropidurus oreadicus,MZUSP 28421,~25,BuritiGuiratinga,Buriti,MT,Brazil,-16.4667,-53.45,600
Tropidurus oreadicus,MZUSP 67054,~58,Buritis,Buritis,MG,Brazil,-15.6167,-46.4167,597
Tropidurus oreadicus,MZUSP 67167,~70,Buritis,Buritis,MG,Brazil,-15.6167,-46.4167,597
Tropidurus oreadicus,MZUSP 67207,,Buritis,Buritis,MG,Brazil,-15.6167,-46.4167,597
Tropidurus oreadicus,MZUSP 04975,,Cabeceiras ButantanRoncador/Garapu,Cabeceiras Butantan,MT,Brazil,-15.1,-55.6167,276
Tropidurus oreadicus,MZUSP 19625,~27,Cametá,Cametá,PA,Brazil,-2.2333,-49.4833,0
Tropidurus oreadicus,MZUSP 60674,~75,Carajás,Carajás,PA,Brazil,-2.95,-51.8667,15
Tropidurus oreadicus,MZUSP 79383,,Chapada dos Guiamarães,Chapada dos Guiamarães,MT,Brazil,-15.3,-55.85,649
Tropidurus oreadicus,MZUSP 83035,~3048,Cocalinho,Cocalinho,MT,Brazil,-14.3833,-50.9833,246
Tropidurus oreadicus,MZUSP 90291,~447,EE Uruçuí-Una,EE Uruçuí-Una,PI,Brazil,-8.8833,-44.9667,305
Tropidurus oreadicus,MZUSP 90536,~640; ,EE Uruçuí-Una,EE Uruçuí-Una,PI,Brazil,-8.8833,-44.9667,305
Tropidurus oreadicus,MZUSP 90880,~923,EE Uruçuí-Una,EE Uruçuí-Una,PI,Brazil,-8.8833,-44.9667,305
Tropidurus oreadicus,MZUSP 92200,~02,EE Uruçuí-Una,EE Uruçuí-Una,PI,Brazil,-8.8833,-44.9667,305
Tropidurus oreadicus,MZUSP 94601,~94620,"PN grande Sertão Veredas, Formoso",Formoso,MG,Brazil,-15.2,-45.8333,750
Tropidurus oreadicus,MZUSP 91219,~259,Guaraí,Guaraí,TO,Brazil,-8.8333,-48.5,283
Tropidurus oreadicus,MZUSP 57020,,Gurupi,Gurupi,GO,Brazil,-11.7167,-49.0667,364
Tropidurus oreadicus,MZUSP 91188,~200,Ipueiras,Ipueiras,TO,Brazil,-11.2333,-48.45,234
Tropidurus oreadicus,MZUSP 94622,~94625,EE Serra Geral Tocantins,mateiros,TO,Brazil,-10.7333,-46.7833,454
Tropidurus oreadicus,CHUNB 24521,CN00183,PN Emas,Mineiros,GO,Brazil,-18.25,-52.8833,771
Tropidurus oreadicus,MZUSP 89374,PHV det!!,PN Emas,Mineiros,GO,Brazil,-18.25,-52.8833,771
Tropidurus oreadicus,MZUSP 19657,~62,Mocajuba,Mocajuba,PA,Brazil,-2.5833,-49.5,20
Tropidurus oreadicus,MZUSP 69369,,Monte Alegre de Goiás,Monte Alegre de Goiás,GO,Brazil,-13.25,-46.9,462
Tropidurus oreadicus,MZUSP 04896,,Morro da PindaíbaMorro da Pindaíba,Morro da Pindaíba,MT,Brazil,-14.9667,-52.3167,434
Tropidurus oreadicus,MZUSP 04903,~15; 5014,Morro da PindaíbaMorro da Pindaíba,Morro da Pindaíba,MT,Brazil,-14.9667,-52.3167,434
Tropidurus oreadicus,MZUSP 75038,~42,Niquelandia,Niquelandia,GO,Brazil,-14.4667,-48.45,663
Tropidurus oreadicus,MZUSP 79835,~899,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tropidurus oreadicus,MZUSP 80410,~446,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tropidurus oreadicus,MZUSP 80668,~93,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tropidurus oreadicus,MZUSP 81061,~077; 81941-82121,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tropidurus oreadicus,MZUSP 86414,~504,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tropidurus oreadicus,-,,Hidrelétrica Luís Eduardo Magalhães,Palmas,TO,Brazil,-10.2128,-48.3603,204
Tropidurus oreadicus,MZUSP 78371,,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tropidurus oreadicus,MZUSP 87066,~118,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tropidurus oreadicus,MZUSP 89526,~27,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tropidurus oreadicus,MZUSP 89970,,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tropidurus oreadicus,MZUSP 89034,~076,Paranã,Paranã,TO,Brazil,-12.6,-47.8667,277
Tropidurus oreadicus,MZUSP 92181,,Paranã,Paranã,TO,Brazil,-12.6,-47.8667,277
Tropidurus oreadicus,MZUSP 88681,~85,Peixe,Peixe,TO,Brazil,-12.0167,-48.5333,244
Tropidurus oreadicus,MZUSP 91512,~16,Peixe,Peixe,TO,Brazil,-12.0167,-48.5333,244
Tropidurus oreadicus,MZUSP 79384,,Pirenópolis,Pirenópolis,GO,Brazil,-15.85,-48.95,769
Tropidurus oreadicus,MZUSP 13144,,Porangatu,Porangatu,GO,Brazil,-13.4333,-49.1333,636
Tropidurus oreadicus,MZUSP 03857,~3923,Porto Velho,Porto Velho,RO,Brazil,-8.75,-63.9,93
Tropidurus oreadicus,MZUSP 09441,~444,Buritis,Primeira Cachoeira do Urucuia,MG,Brazil,-15.6178,-46.4233,597
Tropidurus oreadicus,MZUSP 09446,~50,Buritis,Primeira Cachoeira do Urucuia,MG,Brazil,-15.6178,-46.4233,597
Tropidurus oreadicus,MZUSP 09453,"~54; 56; 60-2; 64, parátipos",Buritis,Primeira Cachoeira do Urucuia,MG,Brazil,-15.6178,-46.4233,597
Tropidurus oreadicus,MZUSP 09465,holotype,Buritis,Primeira Cachoeira do Urucuia,MG,Brazil,-15.6178,-46.4233,597
Tropidurus oreadicus,MZUSP 09467,~71;parátipos,Buritis,Primeira Cachoeira do Urucuia,MG,Brazil,-15.6178,-46.4233,597
Tropidurus oreadicus,MZUSP 79200,,Redenção,Redenção,PA,Brazil,-8.0167,-50.0167,299
Tropidurus oreadicus,MZUSP 41833,,Cach Sto Antonio,Rio Madeira,RO,Brazil,-10.4833,-63.25,194
Tropidurus oreadicus,MZUSP 05145,~50,Rio Pandeiros,Rio Pandeiros,MG,Brazil,-15.7,-44.6,479
Tropidurus oreadicus,MZUSP 19681,,Rio tocantinsJatobal,Rio tocantins,PA,Brazil,-4.5333,-49.5333,31
Tropidurus oreadicus,MZUSP 67766,~850,Rio XinguJuruá,Rio Xingu,PA,Brazil,-3.4,-51.8833,25
Tropidurus oreadicus,MZUSP 78898,,Santa Rita do Araguaia,Santa Rita do Araguaia,GO,Brazil,-17.3167,-53.2,636
Tropidurus oreadicus,MZUSP 13912,,São José da Serra,São José da Serra,MT,Brazil,-15.6667,-55.3,703
Tropidurus oreadicus,MZUSP 89163,~174,São Salvador do Tocantins,São Salvador do Tocantins,TO,Brazil,-12.7333,-48.2333,283
Tropidurus oreadicus,MZUSP 89273,,São Salvador do Tocantins,São Salvador do Tocantins,TO,Brazil,-12.7333,-48.2333,283
Tropidurus oreadicus,MPEG 13082,13246,Serra do Carajás,Serra do Carajás,PA,Brazil,-6,-51.3333,300
Tropidurus oreadicus,MZUSP 05056,,Serra do Roncador,Serra do Roncador,MT,Brazil,-15.6667,-55,403
Tropidurus oreadicus,MZUSP 83144,~153,Cáceres,Sto Ant. das Lendas,MT,Brazil,-16.0667,-57.6667,177
Tropidurus oreadicus,CHUNB 21852,CN00021,"Faz Vão Dos Bois, Terezina de Goiás",Terezina de Goiás,GO,Brazil,-13.5667,-47.1667,460
Tropidurus oreadicus,MPEG 13382,13384~85,Tucuruí,Tucuruí,PA,Brazil,-3.75,-49.6667,27
Tropidurus oreadicus,MZUSP 05066,5069,Xavantina,Xavantina,MT,Brazil,-14.6667,-52.35,312
Tupinambis matipu*,MZUSP 55600,Updated from Peres & Colli,10 km S Ilha de Taiamã,10 km S Ilha de Taiamã,MS,Brazil,-16.8333,-57.4167,101
Tupinambis matipu*,MZUSP 55601,Updated from Peres & Colli,11 km S Ilha de Taiamã,11 km S Ilha de Taiamã,MS,Brazil,-16.8333,-57.4167,101
Tupinambis matipu*,MZUSP 06375,Updated from Peres & Colli,Aruanã,Aruanã,GO,Brazil,-14.9322,-51.0691,233
Tupinambis matipu*,UFMT 5822,,Barão de Melgaço,Barão de Melgaço,MT,Brazil,-16.8204,-56.0318,148
Tupinambis matipu*,UFMT 203,,EE Serra das Araras,Barra do Bugres,MT,Brazil,-15.0433,-57.6918,186
Tupinambis matipu*,UFMT 11868,11869,Between Ribeirão Cascalho e Alo Brasil,Between Ribeirão Cascalho e Alo Brasil,MT,Brazil,-12.2546,-57.7145,323
Tupinambis matipu*,MZUSP 88678,~88680,UHE Manso,Chapada dos Guimarães,MT,Brazil,-14.8667,-55.8,266
Tupinambis matipu*,UFMT 672,,Chapada dos Guimarães,Chapada dos Guimarães,MT,Brazil,-14.8717,-55.7856,265
Tupinambis matipu*,MZUSP 81741,~81744; 81773,Faz Iracema,Claudia,MT,Brazil,-11.5833,-55.15,511
Tupinambis matipu*,UFMT 8851,,Claudia,Claudia,MT,Brazil,-11.4462,-55.0494,300
Tupinambis matipu*,MZUSP 04889,Updated from Peres & Colli,"São Domingos, Rio das Mortes",Cocalinho,MT,Brazil,-11.1833,-53.25,207
Tupinambis matipu*,MZUSP 4890,~4891,Lago do Dumba,Cocalinho,MT,Brazil,-14.3666,-51,243
Tupinambis matipu*,MZUSP 83095,~83096,Cocalinho,Cocalinho,MT,Brazil,-14.3666,-51,243
Tupinambis matipu*,MZUSP 98021,98022,Left Margin; Rio de Teles Pires,Colíder,MT,Brazil,-10.9711,-55.5705,295
Tupinambis matipu*,MPEG 31910,,Comodoro,Comodoro,MT,Brazil,-13.7331,-60.3107,278
Tupinambis matipu*,UFMT 1475,1479,"Serra do Amolar, RPPN Acurizal",Corumbá,MS,Brazil,-18.731,-56.7233,104
Tupinambis matipu*,UFMT 4344,,Rio Claro,Cuiabá,MT,Brazil,-15.48,-55.8894,265
Tupinambis matipu*,UFMT 6678,,Rio Claro,Cuiabá,MT,Brazil,-15.48,-55.8894,265
Tupinambis matipu*,UFMT 3969,,Right Margin; Rio Jauru,Jauru,MT,Brazil,-15.3173,-58.8619,459
Tupinambis matipu*,MZUSP 04879,Updated from Peres & Colli,Mato Verde,Mato Verde,MT,Brazil,-11.2166,-50.6666,177
Tupinambis matipu*,MZUSP 04882,Updated from Peres & Colli,Mato Verde,Mato Verde,MT,Brazil,-11.2166,-50.6666,177
Tupinambis matipu*,MZUSP 06374,Updated from Peres & Colli,Mato Verde,Mato Verde,MT,Brazil,-11.2166,-50.6666,177
Tupinambis matipu*,UFMT 11158,,Nova Morilândia,Nova Morilândia,MT,Brazil,-14.3292,-57.6163,491
Tupinambis matipu*,ZUEC 3294,,Rio Teles Pires,Paranaíta,MT,Brazil,-9.5612,-56.7051,162
Tupinambis matipu*,UFMT 10523,,PARNA Pantanal,Poconé,MT,Brazil,-16.4584,-56.6135,121
Tupinambis matipu*,UFMT 5819,,PARNA Pantanal,Poconé,MT,Brazil,-16.7845,-56.9485,111
Tupinambis matipu*,MPEG 24294,holotype,Faz Tanguro,Querência,MT,Brazil,-13.0596,-52.3813,306
Tupinambis matipu*,MPEG 24425,24500,Faz Tanguro,Querência,MT,Brazil,-13.0596,-52.3813,306
Tupinambis matipu*,MPEG 24499,24501,Faz Tanguro,Querência,MT,Brazil,-13.0596,-52.3813,306
Tupinambis matipu*,MZUSP 36073,Updated from Peres & Colli,"Posto Diauarum, PQ Indigena do Xingu",Querência,MT,Brazil,-11.1833,-53.25,207
Tupinambis matipu*,MZUSP 79641,,Faz Santa Edwiges,Rondonópolis,MT,Brazil,-16.6333,-55.1833,269
Tupinambis matipu*,MZUSP 04875,Updated from Peres & Colli,São Félix do Araguaia,São Félix do Araguaia,MT,Brazil,-11.6194,-50.6688,182
Tupinambis matipu*,UFMT 8441,,Sinop,Sinop,MT,Brazil,-11.3129,-55.4444,288
Tupinambis matipu*,UFMT 8439,,Sorriso,Sorriso,MT,Brazil,-11.9072,-55.879,290
Tupinambis matipu*,UFMT 4669,,Guaporé Hydroeletric plant,Vale de São Domingos,MT,Brazil,-15.0725,-58.5744,494
Tupinambis matipu*,UFMT 4912,~4916,Guaporé Hydroeletric plant,Vale de São Domingos,MT,Brazil,-15.0725,-58.5744,494
Tupinambis matipu*,MZUSP 82862,,Vila Bela da Santíssima Trindade,Vila Bela da Santissima Trindade,MT,Brazil,-15.0166,-59.95,192
Tupinambis matipu*,MZUSP 83016,83017,Vila Rica,Vila Rica,MT,Brazil,-10.0166,-51.2333,402
Tupinambis quadrilineatus,CHUNB 00459,,Baliza,Baliza,GO,Brazil,-16.1961,-52.545,333
Tupinambis quadrilineatus,ZUEC 1963,holotype,Faz. Bandeirantes,Baliza,GO,Brazil,-16.2167,-51.4167,510
Tupinambis quadrilineatus,MZUSP 14121,22;24,Barra do Tapirapés,Barra do Tapirapés,MT,Brazil,-10.6833,-50.6333,170
Tupinambis quadrilineatus,MZUSP 10066,~67,Barra do Tapirapés,Barra do Tapirapés,MT,Brazil,-10.6833,-50.6333,170
Tupinambis quadrilineatus,MZUSP 29578,,Base Camp,Base Camp,MT,Brazil,-12.8167,-51.7667,310
Tupinambis quadrilineatus,MNRJ  4957,R 1747,Caceres,Caceres,MT,Brazil,-16.0667,-57.6667,177
Tupinambis quadrilineatus,UCG 14856,14959;15051;15305,Caldas Novas ,Caldas Novas ,GO,Brazil,-17.7333,-48.6167,687
Tupinambis quadrilineatus,CHUNB 00462,,chapadadosguimaraes,chapadadosguimaraes,MT,Brazil,-15.3,-55.85,649
Tupinambis quadrilineatus,CHUNB 00467,,chapadadosguimaraes,chapadadosguimaraes,MT,Brazil,-15.3,-55.85,649
Tupinambis quadrilineatus,CHUNB 14007,,chapadadosguimaraes,chapadadosguimaraes,MT,Brazil,-15.3,-55.85,649
Tupinambis quadrilineatus,CHUNB 14008,,chapadadosguimaraes,chapadadosguimaraes,MT,Brazil,-15.3,-55.85,649
Tupinambis quadrilineatus,CHUNB 14009,,chapadadosguimaraes,chapadadosguimaraes,MT,Brazil,-15.3,-55.85,649
Tupinambis quadrilineatus,CHUNB 14010,,chapadadosguimaraes,chapadadosguimaraes,MT,Brazil,-15.3,-55.85,649
Tupinambis quadrilineatus,CHUNB 14011,,chapadadosguimaraes,chapadadosguimaraes,MT,Brazil,-15.3,-55.85,649
Tupinambis quadrilineatus,CHUNB 15416,,chapadadosguimaraes,chapadadosguimaraes,MT,Brazil,-15.3,-55.85,649
Tupinambis quadrilineatus,CHUNB 33980,,chapadagaucha,chapadagaucha,MG,Brazil,-15.3,-45.6167,818
Tupinambis quadrilineatus,MZUSP 69398,,Divinópolis de Goiás,Divinópolis de Goiás,GO,Brazil,-13.2833,-46.3833,610
Tupinambis quadrilineatus,MZUSP 90272,~80; 90290,EE Uruçuí-Una,EE Uruçuí-Una,PI,Brazil,-8.8833,-44.9667,305
Tupinambis quadrilineatus,MZUSP 90950,~51,EE Uruçuí-Una,EE Uruçuí-Una,PI,Brazil,-8.8833,-44.9667,305
Tupinambis quadrilineatus,MNRJ  4959,,Formosa,Formosa,GO,Brazil,-15.5333,-47.3333,922
Tupinambis quadrilineatus,MZUSP 57036,,Gurupi,Gurupi,TO,Brazil,-11.7167,-49.0667,364
Tupinambis quadrilineatus,MNRJ  4958,,Iaciara,Iaciara,GO,Brazil,-14.0833,-46.6167,495
Tupinambis quadrilineatus,CHUNB 00113,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00124,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00125,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00126,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00221,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00460,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00461,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00463,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00464,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00466,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00469,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00470,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00471,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00472,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00473,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00474,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 00475,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 06660,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 06661,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 06941,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 06942,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 08448,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 08449,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 08851,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 10793,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 10794,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 10795,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29831,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29832,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29839,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29841,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29842,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29843,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29850,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29901,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29902,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29903,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29904,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29905,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29906,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,CHUNB 29907,,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,MZUSP 80918,~19,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,UCG 1015,24517; 24534; 24537,UHE Serra da mesa,Niquelândia,GO,Brazil,-14.05,-48.3167,427
Tupinambis quadrilineatus,MNRJ  R1743,,Nortelandia,Nortelandia,MT,Brazil,-14.45,-53.8,589
Tupinambis quadrilineatus,CHUNB 15190,,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tupinambis quadrilineatus,CHUNB 15191,,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tupinambis quadrilineatus,CHUNB 16197,,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tupinambis quadrilineatus,CHUNB 16695,,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tupinambis quadrilineatus,CHUNB 24856,,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tupinambis quadrilineatus,CHUNB 27629,,UHE LE Magalhaes,Palmas,TO,Brazil,-10.3,-48.35,215
Tupinambis quadrilineatus,CHUNB 33431,,Paranã,Paranã,TO,Brazil,-12.6,-47.8667,277
Tupinambis quadrilineatus,CHUNB 33432,,Paranã,Paranã,TO,Brazil,-12.6,-47.8667,277
Tupinambis quadrilineatus,CHUNB 00465,,Pirenópolis,Pirenópolis,GO,Brazil,-15.85,-48.95,769
Tupinambis quadrilineatus,MNRJ  R1746,,Porto Velho,Porto Velho,RO,Brazil,-8.75,-63.9,93
