species,voucher,series,locality,municipality,state,country,latitude,longitude,elevation
Bothrops moojeni,,,,Cana BravaUruacuGO,GO,Brazil,-13.5,-48.35,465
Bothrops moojeni,CHUNB,,,Carolina,MA,Brazil,-7.3636,-47.4053,185
Bothrops moojeni,CHUNB,,,Carolina,MA,Brazil,-7.2445,-47.2919,246
Bothrops moojeni,,,PN Chapada das Mesas,Carolina,MA,Brazil,-7.195,-47.2353,313
Bothrops moojeni,,,,CarolinaMA,MA,Brazil,-7.2445,-47.2919,246
Bothrops moojeni,IBSP.10876,,"estacao Lagoa Branca,  antiga Ipaobi",Casa Branca,SP,Brazil,-21.8917,-47.0333,655
Bothrops moojeni,MHNCI.7126,,,Cascalho Rico,MG,Brazil,-18.575,-47.875,661
Bothrops moojeni,,,,estacao TamoioIbateSP,,,-21.9167,-48.05,730
Bothrops moojeni,IB50385,,Catalao,Catalao,GO,Brazil,-18.15,-47.9333,904
Bothrops moojeni,IB49139,,Catalao - (Ouvidor),Catalao - (Ouvidor),GO,Brazil,-18.15,-47.9333,904
Bothrops moojeni,IB51239,,Catalao - Ouvidor,Catalao - Ouvidor,GO,Brazil,-18.15,-47.9333,904
Bothrops moojeni,IB51244,,Catalao - Ouvidor,Catalao - Ouvidor,GO,Brazil,-18.15,-47.9333,904
Bothrops moojeni,IB52839,,Catalao - Ouvidor,Catalao - Ouvidor,GO,Brazil,-18.15,-47.9333,904
Bothrops moojeni,MHNCI.9275,,,Ceu Azul,PR,Brazil,-25.15,-53.85,611
Bothrops moojeni,104,,Escola Evangelica Buriti,Chapada dos Guimaraes,MT,Brazil,-15.4333,-55.75,661
Bothrops moojeni,1941,,APM Manso,Chapada dos Guimaraes,MT,Brazil,-14.8717,-55.7856,265
Bothrops moojeni,1940,,"Fazenda Morro do chapeu, Margem direita do rio Casca",Chapada dos Guimaraes,MT,Brazil,-14.8717,-55.7856,265
Bothrops moojeni,,,,"Faz Vao Dos Bois,  Terezina de GoiasTerezina de GoiasGO",,,-13.5667,-47.1667,460
Bothrops moojeni,,,Margens do Rio Sucuriu,Chapadao do Sul,MS,Brazil,-19.4526,-52.5581,403
Bothrops moojeni,,,Margens do Rio Sucuriu,Chapadao do Sul,MS,Brazil,-19.4526,-52.5581,403
Bothrops moojeni,,,Margens do Rio Sucuriu,Chapadao do Sul,MS,Brazil,-19.4526,-52.5581,403
Bothrops moojeni,,,Industria de Alcool e Acucar do Centro-Oeste Ltda,Chapadao do Sul,MS,Brazil,-18.7757,-52.9162,761
Bothrops moojeni,,,,Chapadao do Sul,MS,Brazil,-18.6653,-52.8928,816
Bothrops moojeni,IB12819,,ChavantinaRio das Mortes,Chavantina,MT,Brazil,-14.6667,-52.35,312
Bothrops moojeni,IB12822,,ChavantinaRio das Mortes,Chavantina,MT,Brazil,-14.6667,-52.35,312
Bothrops moojeni,,,,ChavantinaRio das MortesChavantinaMT,MT,Brazil,-14.6667,-52.35,312
Bothrops moojeni,,,,ChavantinaRio das MortesChavantinaMT,MT,Brazil,-14.6667,-52.35,312
Bothrops moojeni,,,,"Faz Vao Dos Bois,  Terezina de GoiasTerezina de GoiasGO",,,-13.5667,-47.1667,460
Bothrops moojeni,,,,fazenda AngolinhaMococaSP,,,-21.3833,-46.8333,794
Bothrops moojeni,,,,Fazenda AriranheAnaurilandia,,,-22.188,-52.718,304
Bothrops moojeni,CHUNB50184,,Fazenda Trijuncao,Cocos,BA,Brazil,-14.1833,-44.5333,575
Bothrops moojeni,,,Fazenda Trijuncao,Cocos,BA,Brazil,-14.1833,-44.5333,575
Bothrops moojeni,IBSP.10744; 10900,,,Colina,SP,Brazil,-20.7167,-48.5333,604
Bothrops moojeni,MZ16479,,UHE Serra da Mesa,Colinas do Sul,GO,Brazil,-14.151,-48.078,610
Bothrops moojeni,,,,Fazenda BabiloniaSanta Rita do Araguaia,,,-17.326,-53.205,634
Bothrops moojeni,IBSP.10709,,,Colombia,SP,Brazil,-20.1833,-48.6833,490
Bothrops moojeni,,,,Fazenda CachoeirinhaJatai,,,-17.881,-51.714,697
Bothrops moojeni,MNRJ 24116,,,Comodoro,MT,Brazil,-13.65,-59.7833,607
Bothrops moojeni,IBSP.60427-32; 60434-9; 60461-2; 61695,,,Conceicao das Alagoas,MG,Brazil,-19.9167,-48.3833,593
Bothrops moojeni,IB60425,MG 015,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60427,MG 017,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60428,MG 005,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60429,MG 129,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60430,MG 004,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60431,MG 138,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60432,MG 065,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60434,MG 023,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60435,MG 055,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60436,MG 053,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60437,MG 155,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60438,MG 120,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60439,MG 006,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60441,MG 081,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60442,MG 149,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60443,MG 139,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60444,MG 047,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60446,MG 136,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60447,MG 072,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60451,MG 147,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60453,MG 150,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60454,MG 074,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60455,MG 024,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60459,MG 107,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60461,MG 056,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60462,MG 059,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB60467,MG 312,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB61666,132,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB61672,,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,IB61695,MG058,Conceicao das Alagoas,Conceicao das Alagoas,MG,Brazil,-19.9,-48.3833,587
Bothrops moojeni,,,,Fazenda CampanaRio Brilhante,,,-21.802,-54.546,303
Bothrops moojeni,,,,fazenda Campo LargoItapetiningaSP,,,-23.7333,-47.9167,774
Bothrops moojeni,,,,Fazenda da MatinhaUberabaMG,,,-19.5806,-48.0889,824
Bothrops moojeni,,,,fazenda ElbaBrotasSP,,,-22.2667,-47.9167,928
Bothrops moojeni,,,,Fazenda FelicidadeTeresina de Goias,,,-13.776,-47.265,863
Bothrops moojeni,,,,Fazenda FloridaBrasilandia,,,-21.256,-52.037,306
Bothrops moojeni,,,,Fazenda IracemaClaudia,,,-11.515,-54.891,300
Bothrops moojeni,,,,Fazenda IracemaClaudia,,,-11.515,-54.891,300
Bothrops moojeni,,,,Fazenda Orelha da OncaBrasilandia,,,-21.256,-52.037,306
Bothrops moojeni,,,,Fazenda PrimaveraBataypora,,,-22.295,-53.271,307
Bothrops moojeni,,,,fazenda SaltoSao Jose da BarraMG,,,-20.6833,-46.2667,681
Bothrops moojeni,,,,fazenda SerranaMaracajuMS,,,-21.5833,-55.6,612
Bothrops moojeni,MZ10971,,,Fazenda Serrinha,,,-15.8667,-55.7667,179
Bothrops moojeni,,,,Fazenda Serrinha,,,-15.8667,-55.7667,179
Bothrops moojeni,,,,Fazenda Tres de OurosCamapua,,,-19.531,-54.044,375
Bothrops moojeni,,,,Fazenda TrevoItapura,,,-20.646,-51.509,297
Bothrops moojeni,"SANTA-RITA,  P.H. et al. dados nao publicados",,Distrito de Taboco,Corguinho,MS,Brazil,-19.7414,-55.207,286
Bothrops moojeni,,,Distrito de Taboco,Corguinho,MS,Brazil,-19.7414,-55.207,286
Bothrops moojeni,IBSP.20808,,,Cornelio Procopio,PR,Brazil,-23.1833,-50.65,610
Bothrops moojeni,,,,Corrego do JacubinRoncadorMT,MT,Brazil,-15.1,-55.6167,276
Bothrops moojeni,CHUNB3992,,,Correntina,BA,Brazil,-13.8667,-45.8667,785
Bothrops moojeni,CHUNB3995,,,Correntina,BA,Brazil,-13.8667,-45.8667,785
Bothrops moojeni,,,,CorrentinaBA,BA,Brazil,-13.8667,-45.8667,785
Bothrops moojeni,,,,CorrentinaBA,BA,Brazil,-13.8667,-45.8667,785
Bothrops moojeni,CEUCH3819,,Base de estudos do Pantanal,Corumba,MS,Brazil,-19.5771,-57.0192,76
Bothrops moojeni,CEUCH 3819,,Base de estudos do Pantanal,Corumba,MS,Brazil,-19.5771,-57.0192,76
Bothrops moojeni,REP01364,,Base de Estudos do Pantanal (UFMS),Corumba,MS,Brazil,-19.5767,-57.0186,76
Bothrops moojeni,CEUCH4016,,Base de estudos do Pantanal,Corumba,MS,Brazil,-19.5751,-57.0158,76
Bothrops moojeni,MNRJ 23191,,"Proximo ao Rio Paraguai, ",Corumba,MS,Brazil,-19.4305,-57.3916,65
Bothrops moojeni,MNRJ 23192,,"Proximo ao Rio Paraguai, ",Corumba,MS,Brazil,-19.4305,-57.3916,65
Bothrops moojeni,IB16498,,Corumba,Corumba,MS,Brazil,-19,-57.65,73
Bothrops moojeni,IB21369,,Corumba,Corumba,MS,Brazil,-19,-57.65,73
Bothrops moojeni,IB21370,,Corumba,Corumba,MS,Brazil,-19,-57.65,73
Bothrops moojeni,IB52855,,Corumba,Corumba,MS,Brazil,-19,-57.65,73
Bothrops moojeni,IB53711,,Passo do LontraPasso do Lontra,Corumba,MS,Brazil,-19,-57.65,73
Bothrops moojeni,CEUCH2121,,Bairro Universitario,Corumba,MS,Brazil,-18.9996,-57.6303,73
Bothrops moojeni,CEUCH 2121,,Bairro Universitario,Corumba,MS,Brazil,-18.9996,-57.6303,73
Bothrops moojeni,CEUCH3761,,Morro do Amolar,Corumba,MS,Brazil,-18.0408,-57.4897,77
Bothrops moojeni,CEUCH 3761,,Morro do Amolar,Corumba,MS,Brazil,-18.0408,-57.4897,77
Bothrops moojeni,1454,,Serra do Amolar; Morro do Cara-Cara; fazenda Boa Esperanca,Corumba,MS,Brazil,-17.8886,-57.4872,78
Bothrops moojeni,IB52973,,Corumba,Corumba,GO,Brazil,-15.9167,-48.8,989
Bothrops moojeni,IB52980,,Corumba,Corumba,GO,Brazil,-15.9167,-48.8,989
Bothrops moojeni,IB16067,,Porto Esperanca,Corumba,MS,Brazil,-19.6083,-57.4333,66
Bothrops moojeni,IB53574,,Corumba,Corumba,MS,Brazil,-19,-57.65,73
Bothrops moojeni,IB53574,,Corumba,Corumba,MS,Brazil,-19,-57.65,73
Bothrops moojeni,IBSP,,Passo do Lontra,Corumba,MS,Brazil,-17.8308,-57.5517,78
Bothrops moojeni,"SANTA-RITA,  P.H. et al. dados nao publicados",,Fz Sao Manoel,Corumba,MS,Brazil,-19.0029,-57.6572,81
Bothrops moojeni,,,Base de Estudos do Pantanal da UFMS MATCAM 1,Corumba,MS,Brazil,-19.5804,-57.023,76
Bothrops moojeni,,,Base de Estudos do Pantanal (UFMS),Corumba,MS,Brazil,-19.5767,-57.0186,76
Bothrops moojeni,,,Passo do Lontra,Corumba,MS,Brazil,-19.5,-57,78
Bothrops moojeni,,,Fazenda Sao Manuel,Corumba,MS,Brazil,-19.0029,-57.6572,81
Bothrops moojeni,,,,Corumba,MS,Brazil,-19,-57.65,73
Bothrops moojeni,,,Reserva Natural do Engenheiro Eliezer,Corumba,MS,Brazil,-18.1594,-57.3727,84
Bothrops moojeni,,,Reserva Natural Engenheiro Eliezer Batista,Corumba,MS,Brazil,-18.1594,-57.3727,84
Bothrops moojeni,,,RPPN Acurizal,Corumba,MS,Brazil,-17.8308,-57.5517,78
Bothrops moojeni,IB52744,,Corumba de Goias,Corumba de Goias,GO,Brazil,-15.9167,-48.8,989
Bothrops moojeni,IB52745,,Corumba de Goias,Corumba de Goias,GO,Brazil,-15.9167,-48.8,989
Bothrops moojeni,IB52914,,Corumba de Goias,Corumba de Goias,GO,Brazil,-15.9167,-48.8,989
Bothrops moojeni,IB17522,,Corumbaiba,Corumbaiba,GO,Brazil,-18.1333,-48.55,610
Bothrops moojeni,IB17523,,Corumbaiba,Corumbaiba,GO,Brazil,-18.1333,-48.55,610
Bothrops moojeni,IB17524,,Corumbaiba,Corumbaiba,GO,Brazil,-18.1333,-48.55,610
Bothrops moojeni,IB17539,,Corumbaiba,Corumbaiba,GO,Brazil,-18.1333,-48.55,610
Bothrops moojeni,IB17546,,Corumbaiba,Corumbaiba,GO,Brazil,-18.1333,-48.55,610
Bothrops moojeni,,,,FernandopolisUH Agua VermelhaFernandopolisSP,,,-20.2833,-50.2333,565
Bothrops moojeni,,,,FerreirosFerreirosMT,,,-20.4667,-52.6833,395
Bothrops moojeni,,,,Costa Rica,MS,Brazil,-19.0494,-52.8742,635
Bothrops moojeni,,,,Costa Rica,MS,Brazil,-19.0244,-53.1928,558
Bothrops moojeni,,,a aproximadamente 10 Km (linha reta) da cidade na MS 316,Costa Rica,MS,Brazil,-18.4543,-53.2002,609
Bothrops moojeni,CEUCH753,,"Alto Aquidauana,  Chacara Portela,  regiao de Coxim e Rio Negro",Coxim,MS,Brazil,-19.8114,-54.8443,273
Bothrops moojeni,CEUCH 753,,"Alto Aquidauana,  Chacara Portela,  regiao de Coxim e Rio Negro",Coxim,MS,Brazil,-19.8114,-54.8443,273
Bothrops moojeni,IBSP,,,Coxim,MS,Brazil,-18.5,-54.75,285
Bothrops moojeni,,,,Coxim,MS,Brazil,-18.5,-54.75,285
Bothrops moojeni,IBSP.10947; MCP.630; 658,,,Cravinhos,SP,Brazil,-21.3333,-47.7333,615
Bothrops moojeni,IB61681,C487,Cristalina,Cristalina,GO,Brazil,-16.7667,-47.6,1170
Bothrops moojeni,,,,FormosaFormosaGO,,,-15.5333,-47.3333,922
Bothrops moojeni,2229,,Arraial dos Freitas,Cuiaba,MT,Brazil,-15.5833,-56.0833,198
Bothrops moojeni,10149,,Av. CPA;Em frente a Policia Federal;Proximo ao viaduto da Miguel Sutil,Cuiaba,MT,Brazil,-15.5833,-56.0833,198
Bothrops moojeni,4892,,"Bairro Universitario, margem do rio Coxipo.",Cuiaba,MT,Brazil,-15.5833,-56.0833,198
Bothrops moojeni,IB46110,,Cuiaba,Cuiaba,MT,Brazil,-15.5833,-56.0833,198
Bothrops moojeni,2255,,Distrito Aguacu,Cuiaba,MT,Brazil,-15.5833,-56.0833,198
Bothrops moojeni,7625,,Distrito industrial,Cuiaba,MT,Brazil,-15.5833,-56.0833,198
Bothrops moojeni,6778,,RC-VER; Sitio II; Rio Claro; Ponto: Vereda,Cuiaba,MT,Brazil,-15.5833,-56.0833,198
Bothrops moojeni,138,,"Rodovia BR/364 em direcao a Sao Paulo,  fazenda Sao Julio,  a 19 Km de Cuiaba",Cuiaba,MT,Brazil,-15.5833,-56.0833,198
Bothrops moojeni,,12111,,Cuiaba,MT,Brazil,-15.618,-56.086,147
Bothrops moojeni,,16820,,Cuiaba,MT,Brazil,-15.6,-56.093,173
Bothrops moojeni,,,,FormosaFormosaGO,,,-15.5333,-47.3333,922
Bothrops moojeni,MCP.645,,,Curvelo,MG,Brazil,-18.75,-44.4333,611
Bothrops moojeni,MZ14472,,PARNA Grande Sertao Veredas,Formoso,,,-14.947,-46.232,764
Bothrops moojeni,IBSP.70534; 70425,,,Delfinopolis,MG,Brazil,-20.35,-46.85,711
Bothrops moojeni,,,,Formoso do AraguaiaFormoso do AraguaiaTO,,,-11.7833,-49.5167,303
Bothrops moojeni,1956,,Fazenda Sao Jose(IMATEC),Denise,MT,Brazil,-14.7404,-57.0558,193
Bothrops moojeni,,,Deodapolis,Deodapolis,MS,Brazil,-22.2776,-54.1659,319
Bothrops moojeni,IBSP.24330; 29223; 60297,,,Descalvado,SP,Brazil,-21.9167,-47.6167,644
Bothrops moojeni,IB24330,,Descalvado,Descalvado,SP,Brazil,-21.9,-47.6167,638
Bothrops moojeni,IB60297,,DescalvadoFz. Santa Maria,Descalvado,SP,Brazil,-21.9,-47.6167,638
Bothrops moojeni,CEUCH3659,,,Dois Irmaos do Buriti,MS,Brazil,-20.5574,-55.2946,311
Bothrops moojeni,CEUCH 3659,,,Dois Irmaos do Buriti,MS,Brazil,-20.5574,-55.2946,311
Bothrops moojeni,IB17994,,Palmeiras,Dois irmaos do Buriti,MS,Brazil,-20.45,-55.4167,176
Bothrops moojeni,IB20897,,Palmeiras,Dois irmaos do Buriti,MS,Brazil,-20.45,-55.4167,176
Bothrops moojeni,IB20897,,Palmeiras,Dois Irmaos do Buriti,MS,Brazil,-20.4481,-55.3847,177
Bothrops moojeni,IBSP.60301; 60506,,,Dourado,SP,Brazil,-22.1167,-48.3167,624
Bothrops moojeni,MNRJ 14031,,Fazenda Bela Vista,Dourado,SP,Brazil,-21.9167,-47.4333,599
Bothrops moojeni,,,,Foz do IguacuPR,,,-25.55,-54.5833,154
Bothrops moojeni,IB27293,,"Dourados,  Caarapo - vila",Dourados,MT,Brazil,-22.2167,-54.8,357
Bothrops moojeni,IBSP.12440; 33939; MCP.905,,,Dracena,SP,Brazil,-21.4833,-51.5333,301
Bothrops moojeni,IBSP.26883,,,Duartina,SP,Brazil,-22.4167,-49.4,601
Bothrops moojeni,IBSP.30828; 33961,,,Echapora,SP,Brazil,-22.4333,-50.2,611
Bothrops moojeni,MZ sn,,EE Urucui una,EE Urucui una,PI,Brazil,-8.8833,-44.9667,305
Bothrops moojeni,,,,EE Urucui unaEE Urucui unaPI,PI,Brazil,-8.8833,-44.9667,305
Bothrops moojeni,,,,FrancaFrancaSP,,,-20.5333,-47.4,921
Bothrops moojeni,,,,Engenheiro DodtSanta FilomenaPI,PI,Brazil,-9.1,-45.9167,281
Bothrops moojeni,,,,Engenheiro DodtSanta FilomenaPI,PI,Brazil,-9.1,-45.9167,281
Bothrops moojeni,,,,Engenheiro DodtSanta FilomenaPI,PI,Brazil,-9.1,-45.9167,281
Bothrops moojeni,,,,Engenheiro DodtSanta FilomenaPI,PI,Brazil,-9.1,-45.9167,281
Bothrops moojeni,,,,Engenheiro DodtSanta FilomenaPI,PI,Brazil,-9.1,-45.9167,281
Bothrops moojeni,,,,Engenheiro DodtSanta FilomenaPI,PI,Brazil,-9.1,-45.9167,281
Bothrops moojeni,,,,Engenheiro DodtSanta FilomenaPI,PI,Brazil,-9.1,-45.9167,281
Bothrops moojeni,,,,Engenheiro DodtSanta FilomenaPI,PI,Brazil,-9.1,-45.9167,281
Bothrops moojeni,,,,Engenheiro DodtSanta FilomenaPI,PI,Brazil,-9.1,-45.9167,281
Bothrops moojeni,ZUEC.1890; 2096,,,Espirito Santo do Pinhal,SP,Brazil,-22.2,-46.75,903
Bothrops moojeni,IBSP.63082,,,Espirito Santo do Turvo,SP,Brazil,-22.7,-49.4333,569
Bothrops moojeni,,,,FronteiraFronteiraMG,,,-20.2667,-49.1833,458
Bothrops moojeni,,,,FronteiraMG,,,-20.2833,-49.2,457
Bothrops moojeni,,,,"Fabiao,  divisa com ItacarambiJanuariaMG",MG,Brazil,-15.175,-44.2167,569
Bothrops moojeni,,,a aproximadamente 10 Km (linha reta) da cidade na BR 376,Fatima do Sul,MS,Brazil,-22.316,-54.587,315
Bothrops moojeni,,,,FrutalFrutalMG,,,-20.0167,-48.9333,564
Bothrops moojeni,,,,FrutalMG,,,-20.0167,-48.9333,564
Bothrops moojeni,,,,GarciasGarciasMS,,,-20.6,-52.2167,363
Bothrops moojeni,,,,"German Busch,  Santa Cruz,  Bolivia",,,-18.5078,-58.1518,304
Bothrops moojeni,IB41841,,UHE Agua Vermelha,Fernandopolis,SP,Brazil,-20.2833,-50.2333,565
Bothrops moojeni,IB14354,,Ferreiros,Ferreiros,MT,Brazil,-20.4667,-52.6833,395
Bothrops moojeni,IB61676,310,Formosa,Formosa,GO,Brazil,-15.5333,-47.3333,922
Bothrops moojeni,IB61697,,Formosa,Formosa,GO,Brazil,-15.5333,-47.3333,922
Bothrops moojeni,IB59393,,Formoso do Araguaia,Formoso do Araguaia,TO,Brazil,-11.7833,-49.5167,303
Bothrops moojeni,MHNCI.10352,,Parque Nacional do Iguacu,Foz do Iguacu,PR,Brazil,-25.6667,-54.4333,168
Bothrops moojeni,MHNCI.11556,,"rodovia BR-469,  Parque Nacional do Iguacu",Foz do Iguacu,PR,Brazil,-25.6333,-54.45,176
Bothrops moojeni,MCP.5401; MHNCI.464; 1791; 1832; 1969; 2134; 2324; 2454-5; 2843-4; 3816; 4290-1; 6494-5; 6773-5; 6838,,,Foz do Iguacu,PR,Brazil,-25.55,-54.5833,154
Bothrops moojeni,MHNCI.2820; 2837; 1829,,"rio Parana,  UHE Itaipu",Foz do Iguacu,PR,Brazil,-25.4167,-54.5833,175
Bothrops moojeni,IB21192,,Franca,Franca,SP,Brazil,-20.5333,-47.4,921
Bothrops moojeni,IBSP.59626,,,Fronteira,MG,Brazil,-20.2833,-49.2,457
Bothrops moojeni,IB59626,,Fronteira,Fronteira,MG,Brazil,-20.2667,-49.1833,458
Bothrops moojeni,MNRJ 14029,,,Fronteira,MG,Brazil,-20.2667,-49.2,457
Bothrops moojeni,IB61665,2435,Frutal,Frutal,MG,Brazil,-20.0167,-48.9333,564
Bothrops moojeni,IBSP.61665,,,Frutal,MG,Brazil,-20.0167,-48.9333,564
Bothrops moojeni,IB15606,,Garcias,Garcias,MS,Brazil,-20.6,-52.2167,363
Bothrops moojeni,IB13082,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13083,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13084,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13085,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13086,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13087,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13088,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13089,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13090,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13091,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13092,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13093,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13094,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13095,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13096,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13109,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13110,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13111,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13112,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13113,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13114,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13115,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13116,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13117,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13118,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13172,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13173,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13174,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,IB13175,,Goiandira,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
Bothrops moojeni,,,,Goiandira,GO,Brazil,-18.1167,-48.0833,788
