Species,Latitude,Longitude,alt
Bothrops itapetiningae,-23.025,-48.8083,830
Bothrops itapetiningae,-23.099,-48.926,829
Bothrops itapetiningae,-21.1833,-48.15,547
Bothrops itapetiningae,-21.194,-48.164,542
Bothrops itapetiningae,-22.3167,-49.05,536
Bothrops itapetiningae,-22.3147,-49.0606,534
Bothrops itapetiningae,-22.3075,-48.9953,536
Bothrops itapetiningae,-22.315,-49.061,534
Bothrops itapetiningae,-23.1,-48.25,591
Bothrops itapetiningae,-22.525,-48.975,610
Bothrops itapetiningae,-22.8833,-48.45,727
Bothrops itapetiningae,-22.8904,-48.4553,788
Bothrops itapetiningae,-22.886,-48.445,751
Bothrops itapetiningae,-15.9769,-47.9327,1107
Bothrops itapetiningae,-15.7667,-47.9167,1089
Bothrops itapetiningae,-15.7099,-48.0224,1164
Bothrops itapetiningae,-15.623,-48.0371,1215
Bothrops itapetiningae,-15.9589,-47.8927,1105
Bothrops itapetiningae,-15.8733,-47.8582,1079
Bothrops itapetiningae,-15.9943,-47.9771,1169
Bothrops itapetiningae,-22.2842,-48.1267,657
Bothrops itapetiningae,-22.2444,-47.9583,891
Bothrops itapetiningae,-20.7833,-47.2833,902
Bothrops itapetiningae,-20.4333,-54.6333,599
Bothrops itapetiningae,-22.7333,-50.3833,544
Bothrops itapetiningae,-24.9167,-50.0833,995
Bothrops itapetiningae,-25,-50.1125,915
Bothrops itapetiningae,-24.95,-50.1167,944
Bothrops itapetiningae,-20.0667,-49.0667,507
Bothrops itapetiningae,-21.8917,-47.0333,655
Bothrops itapetiningae,-21.7667,-47.0833,617
Bothrops itapetiningae,-23.0333,-49.15,782
Bothrops itapetiningae,-21.9333,-47.3667,586
Bothrops itapetiningae,-21.8667,-48.2667,551
Bothrops itapetiningae,-23.6833,-47.7333,610
Bothrops itapetiningae,-22.6,-48.9833,612
Bothrops itapetiningae,-16.7538,-47.6407,1183
Bothrops itapetiningae,-18.9286,-48.8964,653
Bothrops itapetiningae,-24.0333,-49.1,845
Bothrops itapetiningae,-22.2791,-47.8053,899
Bothrops itapetiningae,-24.918,-50.097,991
Bothrops itapetiningae,-19.1183,-48.3538,829
Bothrops itapetiningae,-18.8953,-48.0852,635
Bothrops itapetiningae,-19.0233,-48.3119,766
Bothrops itapetiningae,-18.922,-48.8339,686
Bothrops itapetiningae,-20.5333,-47.4,921
Bothrops itapetiningae,-21.2894,-47.8853,612
Bothrops itapetiningae,-21.9,-47.0333,655
Bothrops itapetiningae,-21.9167,-48.05,730
Bothrops itapetiningae,-21.7667,-48.95,428
Bothrops itapetiningae,-21.75,-48.8167,471
Bothrops itapetiningae,-22.6667,-51.0833,391
Bothrops itapetiningae,-22.9,-47.0333,678
Bothrops itapetiningae,-24.0444,-49.0889,862
Bothrops itapetiningae,-23.8667,-49.1333,648
Bothrops itapetiningae,-23.85,-49.1333,630
Bothrops itapetiningae,-23.592,-48.053,676
Bothrops itapetiningae,-23.5833,-48.05,670
Bothrops itapetiningae,-23.5716,-48.0552,665
Bothrops itapetiningae,-24.0833,-49.0667,879
Bothrops itapetiningae,-24.0583,-48.975,901
Bothrops itapetiningae,-24.025,-48.975,852
Bothrops itapetiningae,-23.9667,-48.8667,824
Bothrops itapetiningae,-21.774,-47.086,615
Bothrops itapetiningae,-22.4333,-46.8167,716
Bothrops itapetiningae,-24.1167,-49.3333,769
Bothrops itapetiningae,-24.1,-49.2042,767
Bothrops itapetiningae,-24.1,-49.3167,733
Bothrops itapetiningae,-23.1,-48.6,804
Bothrops itapetiningae,-23.1,-48.6167,814
Bothrops itapetiningae,-23.102,-48.616,797
Bothrops itapetiningae,-22.25,-47.8167,890
Bothrops itapetiningae,-22.1575,-47.795,861
Bothrops itapetiningae,-22.2333,-47.8833,883
Bothrops itapetiningae,-22.2167,-47.8833,867
Bothrops itapetiningae,-22.5833,-48.8,569
Bothrops itapetiningae,-22.6,-48.8,542
Bothrops itapetiningae,-22.5667,-47.4,610
Bothrops itapetiningae,-22.55,-47.4,610
Bothrops itapetiningae,-22.9833,-48.6833,820
Bothrops itapetiningae,-21.4333,-47.8722,607
Bothrops itapetiningae,-14.4833,-46.1,759
Bothrops itapetiningae,-23,-49.3167,694
Bothrops itapetiningae,-21.35,-48.05,608
Bothrops itapetiningae,-21.6397,-48.2967,627
Bothrops itapetiningae,-21.6,-48.35,610
Bothrops itapetiningae,-21.6,-48.3667,597
Bothrops itapetiningae,-21.1667,-49.5667,457
Bothrops itapetiningae,-21.1333,-51.1,401
Bothrops itapetiningae,-22.35,-51.95,330
Bothrops itapetiningae,-22.3667,-46.9333,608
Bothrops itapetiningae,-22.3667,-46.95,608
Bothrops itapetiningae,-21.4667,-47.9667,610
Bothrops itapetiningae,-21.5083,-48.15,611
Bothrops itapetiningae,-21.5,-48.15,611
Bothrops itapetiningae,-20.7167,-47.8833,624
Bothrops itapetiningae,-22.5278,-50.5375,539
Bothrops itapetiningae,-22.4167,-50.5833,549
Bothrops itapetiningae,-22.4,-50.5667,548
Bothrops itapetiningae,-23.3833,-48.3833,613
Bothrops itapetiningae,-23.3833,-48.725,606
Bothrops itapetiningae,-23.389,-48.723,610
Bothrops itapetiningae,-22,-47.4167,610
Bothrops itapetiningae,-21.9917,-47.3667,610
Bothrops itapetiningae,-21.9833,-47.4167,609
Bothrops itapetiningae,-21.9394,-47.3653,596
Bothrops itapetiningae,-23.5167,-46.3333,687
Bothrops itapetiningae,-25.0833,-50.15,914
Bothrops itapetiningae,-25.0833,-50.1667,914
Bothrops itapetiningae,-25.0833,-50.3833,893
Bothrops itapetiningae,-25.095,-50.162,913
Bothrops itapetiningae,-22.5333,-55.7167,646
Bothrops itapetiningae,-19.1667,-47.6833,879
Bothrops itapetiningae,-21.3167,-48.1333,577
Bothrops itapetiningae,-21.359,-48.066,606
Bothrops itapetiningae,-21.8667,-51.8333,353
Bothrops itapetiningae,-22.1833,-52.5,248
Bothrops itapetiningae,-22.5167,-51.125,438
Bothrops itapetiningae,-22.2333,-50.9,524
Bothrops itapetiningae,-22.2333,-51.0333,584
Bothrops itapetiningae,-22.2167,-50.8833,525
Bothrops itapetiningae,-21.5833,-48.0667,585
Bothrops itapetiningae,-21.5869,-48.0708,585
Bothrops itapetiningae,-22.4,-47.55,610
Bothrops itapetiningae,-22.4,-47.5667,622
Bothrops itapetiningae,-19.8833,-47.45,930
Bothrops itapetiningae,-19.8667,-47.45,908
Bothrops itapetiningae,-22.8833,-49.6167,579
Bothrops itapetiningae,-19.5333,-47.45,947
Bothrops itapetiningae,-21.7,-47.4833,652
Bothrops itapetiningae,-21.5761,-47.4319,695
Bothrops itapetiningae,-21.4833,-47.3667,645
Bothrops itapetiningae,-21.4667,-47.35,610
Bothrops itapetiningae,-22.0167,-47.8833,793
Bothrops itapetiningae,-21.6,-46.8833,729
Bothrops itapetiningae,-21.5833,-46.8833,659
Bothrops itapetiningae,-20.8167,-49.3667,457
Bothrops itapetiningae,-22.7167,-48.5667,684
Bothrops itapetiningae,-20.9167,-46.9833,926
Bothrops itapetiningae,-21.4667,-47.55,920
Bothrops itapetiningae,-23.6417,-47.825,606
Bothrops itapetiningae,-23.3333,-47.7333,544
Bothrops itapetiningae,-23.641,-47.825,610
Bothrops itapetiningae,-24.1792,-49.6153,914
Bothrops itapetiningae,-24.1,-49.45,630
Bothrops itapetiningae,-21.0167,-50.7167,430
Bothrops itapetiningae,-23.5,-47.45,600
Bothrops itapetiningae,-23.502,-47.458,601
Bothrops itapetiningae,-19.75,-47.9333,750
Bothrops itapetiningae,-19.7333,-47.9167,762
Bothrops itapetiningae,-18.9167,-48.2833,690
Bothrops itapetiningae,-18.9167,-48.2667,691
Bothrops itapetiningae,-21.8167,-46.8833,834
Bothrops itapetiningae,-19.5333,-47.4333,985
Bothrops itapetiningae,-21.555,-47.704,630
Bothrops itapetiningae,-23.862,-49.137,642
Bothrops itapetiningae,-21.497,-48.038,563
Bothrops itapetiningae,-22.292,-51.906,367
Bothrops itapetiningae,-21.955,-47.997,823
Bothrops itapetiningae,-19.309,-47.525,915
Bothrops itapetiningae,-21.996,-47.426,610
Bothrops itapetiningae,-23.982,-48.876,831
Bothrops itapetiningae,-20.539,-47.401,920
Bothrops itapetiningae,-21.758,-48.829,468
Bothrops itapetiningae,-22.661,-51.076,400
Bothrops itapetiningae,-24.115,-49.341,744
Bothrops itapetiningae,-22.253,-47.823,898
Bothrops itapetiningae,-22.599,-48.8,542
Bothrops itapetiningae,-22.565,-47.402,610
Bothrops itapetiningae,-23.003,-49.322,695
Bothrops itapetiningae,-21.603,-48.366,600
Bothrops itapetiningae,-21.134,-51.102,392
Bothrops itapetiningae,-22.372,-46.942,608
Bothrops itapetiningae,-21.508,-48.151,611
Bothrops itapetiningae,-20.72,-47.887,622
Bothrops itapetiningae,-22.413,-50.576,550
Bothrops itapetiningae,-22.229,-50.893,524
Bothrops itapetiningae,-21.587,-48.071,585
Bothrops itapetiningae,-22.411,-47.561,614
Bothrops itapetiningae,-24.113,-49.464,631
Bothrops itapetiningae,-19.865,-47.44,893
Bothrops itapetiningae,-21.473,-47.363,626
Bothrops itapetiningae,-22.018,-47.891,776
Bothrops itapetiningae,-21.596,-46.889,692
Bothrops itapetiningae,-20.917,-46.991,933
Bothrops itapetiningae,-19.748,-47.932,750
Bothrops itapetiningae,-18.919,-48.277,690
Bothrops lutzi,-15.7801,-47.9292,1092
Bothrops lutzi,-7.0709,-47.4387,279
Bothrops lutzi,-14.1836,-44.539,576
Bothrops lutzi,-14.5004,-45.2246,772
Bothrops lutzi,-14.1839,-44.5344,576
Bothrops lutzi,-14.1833,-44.5333,575
Bothrops lutzi,-13.8667,-45.8667,785
Bothrops lutzi,-12.6115,-38.2977,44
Bothrops lutzi,-12.0798,-45.6866,780
Bothrops lutzi,-16.8688,-45.966,599
Bothrops lutzi,-15.8209,-47.8162,1067
Bothrops lutzi,-15.7099,-48.0224,1164
Bothrops lutzi,-12.6975,-38.3242,14
Bothrops lutzi,-12.6939,-38.3229,14
Bothrops lutzi,-7.195,-47.2353,313
Bothrops lutzi,-5.1676,-40.9148,705
Bothrops lutzi,-8.8833,-44.9667,305
Bothrops lutzi,-8.5446,-44.4298,342
Bothrops lutzi,-10.7333,-46.7833,454
Bothrops lutzi,-14.2167,-42.7667,544
Bothrops lutzi,-14.0667,-45.4333,741
Bothrops lutzi,-14.0341,-45.4519,717
Bothrops lutzi,-15.4833,-44.3667,468
Bothrops lutzi,-14.4833,-46.1,759
Bothrops lutzi,-17.2167,-46.8667,688
Bothrops lutzi,-9.3833,-40.5,307
Bothrops lutzi,-9.0056,-40.5725,404
Bothrops lutzi,-6.2333,-42.6833,163
Bothrops lutzi,-16.2189,-46.0008,580
Bothrops lutzi,-6.62,-42.7,122
Bothrops lutzi,-9.1,-45.9167,281
Bothrops lutzi,-13.3833,-44.1833,452
Bothrops lutzi,-12.7989,-45.4834,700
Bothrops lutzi,-12.35,-44.4667,683
Bothrops lutzi,-5.1727,-42.7681,108
Bothrops lutzi,-5.0892,-42.8019,58
Bothrops lutzi,-3.7151,-41.0027,632
Bothrops lutzi,-7.2167,-44.55,154
Bothrops lutzi,-6.4,-41.7333,309
Bothrops lutzi,-15.4955,-44.3703,464
Bothrops lutzi,-14.486,-46.1045,721
Bothrops lutzi,-8.6974,-42.6105,448
Bothrops lutzi,-9.3942,-40.5096,306
Bothrops lutzi,-6.2355,-42.6858,159
Bothrops lutzi,-13.45,-40.5,814
Bothrops lutzi,-12.3617,-44.9718,555
Bothrops lutzi,-5.0892,-42.8016,58
Bothrops lutzi,-6.408,-41.746,313
Bothrops lutzi,-6.4075,-41.7481,313
Bothrops marmoratus,-15.8262,-48.0252,1193
Bothrops marmoratus,-14.2741,-47.4998,1044
Bothrops marmoratus,-15.8209,-47.8162,1067
Bothrops marmoratus,-15.7801,-47.9292,1092
Bothrops marmoratus,-16.8138,-50.4989,613
Bothrops marmoratus,-15.8997,-48.8011,1005
Bothrops marmoratus,-15.9167,-48.8,989
Bothrops marmoratus,-14.1333,-47.5,1194
Bothrops marmoratus,-18.6333,-48.1833,914
Bothrops marmoratus,-18.6425,-48.1838,914
Bothrops marmoratus,-15.7099,-48.0224,1164
Bothrops marmoratus,-18.4038,-44.4588,611
Bothrops marmoratus,-18.3642,-44.4572,612
Bothrops marmoratus,-10.6,-49.1833,308
Bothrops marmoratus,-11.7167,-49.0667,364
Bothrops marmoratus,-11.7199,-49.0808,376
Bothrops marmoratus,-19.4667,-46.5333,912
Bothrops marmoratus,-19.4937,-46.549,925
Bothrops marmoratus,-17.7167,-48.15,772
Bothrops marmoratus,-17.7213,-48.1631,791
Bothrops marmoratus,-17.75,-46.1667,700
Bothrops marmoratus,-17.8833,-44.5667,543
Bothrops marmoratus,-17.8882,-44.5817,550
Bothrops marmoratus,-16.25,-47.95,932
Bothrops marmoratus,-13.5331,-48.22,335
Bothrops marmoratus,-14.4667,-48.45,663
Bothrops marmoratus,-14.05,-48.3167,427
Bothrops marmoratus,-10.3,-48.35,215
Bothrops marmoratus,-18.5667,-46.5167,914
Bothrops marmoratus,-15.45,-47.6,1076
Bothrops marmoratus,-10.7081,-48.4172,199
Bothrops marmoratus,-10.7,-48.4167,199
Bothrops marmoratus,-10.7075,-48.4143,204
Bothrops marmoratus,-15.9446,-44.854,508
Bothrops marmoratus,-15.95,-44.8667,493
Bothrops marmoratus,-13.5077,-48.3559,464
Bothrops marmoratus,-14.5324,-49.1464,555
Bothrops marmoratus,-17.7474,-46.179,689
Bothrops marmoratus,-16.2511,-47.9274,929
Bothrops marmoratus,-13.535,-48.2164,337
Bothrops marmoratus,-14.4711,-48.4607,715
Bothrops marmoratus,-15.4499,-47.6152,1076
Bothrops moojeni,-25.6915,-54.4567,172
Bothrops moojeni,-25.691,-54.586,212
Bothrops moojeni,-25.6833,-54.65,180
Bothrops moojeni,-25.683,-54.65,180
Bothrops moojeni,-25.6822,-54.5102,205
Bothrops moojeni,-25.68,-54.443,182
Bothrops moojeni,-25.634,-54.552,215
Bothrops moojeni,-25.6,-54.5833,166
Bothrops moojeni,-25.598,-54.586,173
Bothrops moojeni,-25.85,-54.4333,181
Bothrops moojeni,-25.6667,-54.65,177
Bothrops moojeni,-16.4169,-58.5546,168
Bothrops moojeni,-18.9345,-57.7397,95
Bothrops moojeni,-14.8092,-60.3813,626
Bothrops moojeni,-14.683,-60.7333,544
Bothrops moojeni,-14.2324,-60.6683,600
Bothrops moojeni,-17.7696,-57.8009,107
Bothrops moojeni,-14.75,-61,195
Bothrops moojeni,-14.2559,-60.8393,283
Bothrops moojeni,-23.0167,-55.8833,393
Bothrops moojeni,-22.5833,-56.0333,387
Bothrops moojeni,-22.6333,-56.0583,229
Bothrops moojeni,-20.2,-58.1833,76
Bothrops moojeni,-25.45,-56.45,154
Bothrops moojeni,-24.0667,-55.3333,224
Bothrops moojeni,-23.7167,-55.5,343
Bothrops moojeni,-25.4,-54.6,180
Bothrops moojeni,-24.1333,-55.4167,207
Bothrops moojeni,-22.65,-56.0167,235
Bothrops moojeni,-25.3708,-54.5971,244
Bothrops moojeni,-21.0333,-57.9,64
Bothrops moojeni,-14.05,-52.15,494
Bothrops moojeni,-22.6125,-50.4194,566
Bothrops moojeni,-22.0667,-46.9833,662
Bothrops moojeni,-16.1208,-48.4856,918
Bothrops moojeni,-16.9333,-53.5167,785
Bothrops moojeni,-21.7333,-48.1,661
Bothrops moojeni,-22.1167,-47.65,624
Bothrops moojeni,-22.1333,-47.6667,740
Bothrops moojeni,-22.188,-52.718,304
Bothrops moojeni,-20.471,-55.787,177
Bothrops moojeni,-20.1625,-50.7292,400
Bothrops moojeni,-20.4042,-51.3036,307
Bothrops moojeni,-20.735,-49.584,468
Bothrops moojeni,-20.7333,-49.5833,468
Bothrops moojeni,-10.65,-50.6,169
Bothrops moojeni,-22.295,-53.271,307
Bothrops moojeni,-21.256,-52.037,306
Bothrops moojeni,-15.7792,-47.9295,1092
Bothrops moojeni,-15.5668,-47.5981,1071
Bothrops moojeni,-21.8333,-51.9833,305
Bothrops moojeni,-19.531,-54.044,375
Bothrops moojeni,-19.5167,-54.0333,379
Bothrops moojeni,-19.5333,-54.05,375
Bothrops moojeni,-19.7667,-48.5667,610
Bothrops moojeni,-20.443,-54.646,602
Bothrops moojeni,-18.575,-47.875,661
Bothrops moojeni,-20.872,-51.488,303
Bothrops moojeni,-18.15,-47.9333,904
Bothrops moojeni,-13.798,-47.458,895
Bothrops moojeni,-22.6511,-56.1924,214
Bothrops moojeni,-25.15,-53.85,611
Bothrops moojeni,-15.461,-55.75,762
Bothrops moojeni,-11.515,-54.891,300
Bothrops moojeni,-21.7167,-48.0167,602
Bothrops moojeni,-20.7167,-48.5333,604
Bothrops moojeni,-20.1833,-48.6833,490
Bothrops moojeni,-19.9,-48.3833,587
Bothrops moojeni,-19.9167,-48.3833,593
Bothrops moojeni,-23.1833,-50.65,610
Bothrops moojeni,-17.45,-44.6833,561
Bothrops moojeni,-15.9167,-48.8,989
Bothrops moojeni,-19,-57.65,73
Bothrops moojeni,-18.1333,-48.55,610
Bothrops moojeni,-21.3333,-47.7333,615
Bothrops moojeni,-16.7667,-47.6,1170
Bothrops moojeni,-15.5833,-56.0833,198
Bothrops moojeni,-18.75,-44.4333,611
Bothrops moojeni,-20.35,-46.85,711
Bothrops moojeni,-21.9,-47.6167,638
Bothrops moojeni,-21.9167,-47.6167,644
Bothrops moojeni,-22.221,-54.806,359
Bothrops moojeni,-22.2167,-54.8,357
Bothrops moojeni,-22.1167,-48.3167,624
Bothrops moojeni,-21.4833,-51.5333,301
Bothrops moojeni,-22.4167,-49.4,601
Bothrops moojeni,-21.996,-47.426,610
Bothrops moojeni,-22.4333,-50.2,611
Bothrops moojeni,-21.6,-47.79,587
Bothrops moojeni,-22.2,-46.75,903
Bothrops moojeni,-22.7,-49.4333,569
Bothrops moojeni,-20.3417,-48.5792,520
Bothrops moojeni,-21.2056,-50.9472,399
Bothrops moojeni,-22.3075,-48.9953,536
Bothrops moojeni,-20.6917,-47.55,700
Bothrops moojeni,-21.6692,-48.2461,655
Bothrops moojeni,-21.9058,-47.8278,669
Bothrops moojeni,-14.9833,-47.7833,1109
Bothrops moojeni,-18.2258,-53.7136,584
Bothrops moojeni,-18.2517,-53.4639,607
Bothrops moojeni,-22.0825,-47.8686,809
Bothrops moojeni,-21.6278,-47.3658,815
Bothrops moojeni,-14.0833,-47.6167,907
Bothrops moojeni,-22.2333,-47.8833,883
Bothrops moojeni,-22.2167,-47.8833,867
Bothrops moojeni,-15.324,-57.228,139
Bothrops moojeni,-16.3051,-48.9724,913
Bothrops moojeni,-20.484,-55.807,187
Bothrops moojeni,-20.4861,-55.8041,187
Bothrops moojeni,-20.7071,-55.7611,242
Bothrops moojeni,-20.5988,-55.4245,205
Bothrops moojeni,-20.4667,-55.8,175
Bothrops moojeni,-22.1833,-52.7167,305
Bothrops moojeni,-20.6667,-51.3,310
Bothrops moojeni,-22.153,-53.771,305
Bothrops moojeni,-18.6739,-51.8806,579
Bothrops moojeni,-20.5612,-55.5073,188
Bothrops moojeni,-20.4835,-55.6333,198
Bothrops moojeni,-20.4748,-55.7847,177
Bothrops moojeni,-20.4667,-55.7833,180
Bothrops moojeni,-19.7557,-55.8634,99
Bothrops moojeni,-20.4764,-55.7866,173
Bothrops moojeni,-20.459,-55.7756,183
Bothrops moojeni,-20.453,-55.7829,181
Bothrops moojeni,-21.2167,-50.45,418
Bothrops moojeni,-21.05,-50.4667,359
Bothrops moojeni,-21.05,-50.5167,360
Bothrops moojeni,-15.8833,-52.2167,285
Bothrops moojeni,-7.15,-48.5167,388
Bothrops moojeni,-18.6333,-48.2,916
Bothrops moojeni,-18.45,-47.9833,610
Bothrops moojeni,-20.0833,-47.7917,608
Bothrops moojeni,-20.7833,-52.05,307
Bothrops moojeni,-21.8225,-48.105,631
Bothrops moojeni,-21.8,-48.1667,645
Bothrops moojeni,-21.7944,-48.1756,631
Bothrops moojeni,-19.6,-46.9333,1052
Bothrops moojeni,-19.5833,-46.9333,1023
Bothrops moojeni,-14.92,-51.083,219
Bothrops moojeni,-22.65,-50.4,568
Bothrops moojeni,-22.5667,-50.3333,587
Bothrops moojeni,-22.5417,-50.4306,578
Bothrops moojeni,-23.1,-48.9167,838
Bothrops moojeni,-10.1367,-43.9486,457
Bothrops moojeni,-21.5125,-47.7292,610
Bothrops moojeni,-11.5,-50.25,196
Bothrops moojeni,-19.918,-54.364,621
Bothrops moojeni,-15.89,-52.2567,288
Bothrops moojeni,-14.9667,-48.9167,772
Bothrops moojeni,-21.9167,-50.7333,446
Bothrops moojeni,-22.3,-53.2667,307
Bothrops moojeni,-22.4822,-53.3012,274
Bothrops moojeni,-22.3909,-53.1774,283
Bothrops moojeni,-22.315,-49.061,534
Bothrops moojeni,-22.15,-48.5333,611
Bothrops moojeni,-23.1,-48.25,591
Bothrops moojeni,-22.8833,-48.4333,653
Bothrops moojeni,-22.8833,-48.45,727
Bothrops moojeni,-21.8917,-47.0333,655
Bothrops moojeni,-22.1833,-51.0806,555
Bothrops moojeni,-15.8984,-48.0089,1170
Bothrops moojeni,-15.7099,-48.0224,1164
Bothrops moojeni,-22.2842,-48.1267,657
Bothrops moojeni,-22.2667,-47.9167,928
Bothrops moojeni,-15.6333,-46.4167,599
Bothrops moojeni,-15.618,-46.423,597
Bothrops moojeni,-22.6333,-54.8333,448
Bothrops moojeni,-16.2833,-58.15,151
Bothrops moojeni,-16.0667,-57.6667,177
Bothrops moojeni,-16.05,-57.667,171
Bothrops moojeni,-17.7333,-48.6167,687
Bothrops moojeni,-19.0939,-53.8782,495
Bothrops moojeni,-19.5333,-54.0333,391
Bothrops moojeni,-20.51,-47.8456,603
Bothrops moojeni,-16.6667,-49.25,778
Bothrops moojeni,-20.66,-48.9225,501
Bothrops moojeni,-20.4333,-54.6333,599
Bothrops moojeni,-20.9131,-54.2497,482
Bothrops moojeni,-20.4669,-54.6986,564
Bothrops moojeni,-20.4647,-54.6575,570
Bothrops moojeni,-20.4617,-54.6122,571
Bothrops moojeni,-20.4447,-54.7234,561
Bothrops moojeni,-20.4435,-54.6478,602
Bothrops moojeni,-21.775,-47.7917,617
Bothrops moojeni,-20.4424,-54.6466,602
Bothrops moojeni,-20.4095,-54.6166,617
Bothrops moojeni,-20.389,-54.6143,645
Bothrops moojeni,-13.5,-48.35,465
Bothrops moojeni,-7.3636,-47.4053,185
Bothrops moojeni,-7.2445,-47.2919,246
Bothrops moojeni,-7.195,-47.2353,313
Bothrops moojeni,-21.9167,-48.05,730
Bothrops moojeni,-15.4333,-55.75,661
Bothrops moojeni,-14.8717,-55.7856,265
Bothrops moojeni,-13.5667,-47.1667,460
Bothrops moojeni,-19.4526,-52.5581,403
Bothrops moojeni,-18.7757,-52.9162,761
Bothrops moojeni,-18.6653,-52.8928,816
Bothrops moojeni,-14.6667,-52.35,312
Bothrops moojeni,-21.3833,-46.8333,794
Bothrops moojeni,-14.1833,-44.5333,575
Bothrops moojeni,-14.151,-48.078,610
Bothrops moojeni,-17.326,-53.205,634
Bothrops moojeni,-17.881,-51.714,697
Bothrops moojeni,-13.65,-59.7833,607
Bothrops moojeni,-21.802,-54.546,303
Bothrops moojeni,-23.7333,-47.9167,774
Bothrops moojeni,-19.5806,-48.0889,824
Bothrops moojeni,-13.776,-47.265,863
Bothrops moojeni,-20.6833,-46.2667,681
Bothrops moojeni,-21.5833,-55.6,612
Bothrops moojeni,-15.8667,-55.7667,179
Bothrops moojeni,-20.646,-51.509,297
Bothrops moojeni,-19.7414,-55.207,286
Bothrops moojeni,-15.1,-55.6167,276
Bothrops moojeni,-13.8667,-45.8667,785
Bothrops moojeni,-19.5771,-57.0192,76
Bothrops moojeni,-19.5767,-57.0186,76
Bothrops moojeni,-19.5751,-57.0158,76
Bothrops moojeni,-19.4305,-57.3916,65
Bothrops moojeni,-18.9996,-57.6303,73
Bothrops moojeni,-18.0408,-57.4897,77
Bothrops moojeni,-17.8886,-57.4872,78
Bothrops moojeni,-19.6083,-57.4333,66
Bothrops moojeni,-17.8308,-57.5517,78
Bothrops moojeni,-19.0029,-57.6572,81
Bothrops moojeni,-19.5804,-57.023,76
Bothrops moojeni,-19.5,-57,78
Bothrops moojeni,-18.1594,-57.3727,84
Bothrops moojeni,-20.2833,-50.2333,565
Bothrops moojeni,-20.4667,-52.6833,395
Bothrops moojeni,-19.0494,-52.8742,635
Bothrops moojeni,-19.0244,-53.1928,558
Bothrops moojeni,-18.4543,-53.2002,609
Bothrops moojeni,-19.8114,-54.8443,273
Bothrops moojeni,-18.5,-54.75,285
Bothrops moojeni,-15.5333,-47.3333,922
Bothrops moojeni,-15.618,-56.086,147
Bothrops moojeni,-15.6,-56.093,173
Bothrops moojeni,-14.947,-46.232,764
Bothrops moojeni,-11.7833,-49.5167,303
Bothrops moojeni,-14.7404,-57.0558,193
Bothrops moojeni,-22.2776,-54.1659,319
Bothrops moojeni,-20.5574,-55.2946,311
Bothrops moojeni,-20.45,-55.4167,176
Bothrops moojeni,-20.4481,-55.3847,177
Bothrops moojeni,-21.9167,-47.4333,599
Bothrops moojeni,-25.55,-54.5833,154
Bothrops moojeni,-8.8833,-44.9667,305
Bothrops moojeni,-20.5333,-47.4,921
Bothrops moojeni,-9.1,-45.9167,281
Bothrops moojeni,-20.2667,-49.1833,458
Bothrops moojeni,-20.2833,-49.2,457
Bothrops moojeni,-15.175,-44.2167,569
Bothrops moojeni,-22.316,-54.587,315
Bothrops moojeni,-20.0167,-48.9333,564
Bothrops moojeni,-20.6,-52.2167,363
Bothrops moojeni,-18.5078,-58.1518,304
Bothrops moojeni,-25.6667,-54.4333,168
Bothrops moojeni,-25.6333,-54.45,176
Bothrops moojeni,-25.4167,-54.5833,175
Bothrops moojeni,-20.2667,-49.2,457
Bothrops moojeni,-18.1167,-48.0833,788
Bothrops moojeni,-15.9333,-50.1333,529
Bothrops moojeni,-16.5667,-42.9,748
Bothrops moojeni,-24.1,-54.3,214
Bothrops moojeni,-24.0833,-54.25,245
Bothrops moojeni,-20.3167,-48.3167,558
Bothrops moojeni,-21.25,-50.65,408
Bothrops moojeni,-21.5,-48.0333,572
Bothrops moojeni,-22.6667,-51.0833,391
Bothrops moojeni,-22.65,-51.0667,415
Bothrops moojeni,-20.0333,-47.7333,611
Bothrops moojeni,-20.433,-51.343,311
Bothrops moojeni,-20.4328,-51.3425,311
Bothrops moojeni,-20.375,-51.3333,307
Bothrops moojeni,-20.3417,-51.2833,309
Bothrops moojeni,-20.3333,-51.2,315
Bothrops moojeni,-20.3833,-51.4667,314
Bothrops moojeni,-19.5703,-51.8961,560
Bothrops moojeni,-22,-55.3333,424
Bothrops moojeni,-23.5833,-48.05,670
Bothrops moojeni,-23.475,-47.9583,612
Bothrops moojeni,-22.25,-47.8167,890
Bothrops moojeni,-18.9417,-49.2583,605
Bothrops moojeni,-18.8375,-49.7833,546
Bothrops moojeni,-18.4167,-49.2,546
Bothrops moojeni,-19.7333,-50.1833,403
Bothrops moojeni,-19.7333,-50.2,402
Bothrops moojeni,-22.4381,-53.5781,268
Bothrops moojeni,-22.4346,-53.9205,393
Bothrops moojeni,-23.1667,-49.9833,617
Bothrops moojeni,-15.9029,-55.1104,533
Bothrops moojeni,-15.33,-56.5497,230
Bothrops moojeni,-15.1167,-44.25,699
Bothrops moojeni,-23.8,-50.1333,615
Bothrops moojeni,-20.1338,-54.4456,607
Bothrops moojeni,-17.8667,-51.7,720
Bothrops moojeni,-15.3333,-58.85,419
Bothrops moojeni,-15.3173,-58.8619,459
Bothrops moojeni,-20.3083,-47.5833,880
Bothrops moojeni,-17.7802,-46.112,778
Bothrops moojeni,-17.75,-46.1667,700
