Species,Latitude,Longitude,alt
Leptodactylus pustulatus,-8.7385,-48.4411,305
Leptodactylus pustulatus,-8.8342,-48.5103,292
Leptodactylus pustulatus,-15.5825,-51.329,358
Leptodactylus pustulatus,-15.9141,-51.5787,379
Leptodactylus pustulatus,-14.5924,-52.409,468
Leptodactylus pustulatus,-10.2181,-48.1532,461
Leptodactylus pustulatus,-8.0719,-48.3601,155
Leptodactylus pustulatus,-7.8283,-47.9972,206
Leptodactylus pustulatus,-7.886,-48.1555,178
Leptodactylus pustulatus,-9.0814,-48.2393,106
Leptodactylus pustulatus,-12.288,-48.4155,263
Leptodactylus pustulatus,-11.9963,-48.5548,243
Leptodactylus pustulatus,-16.4136,-51.8415,443
Leptodactylus pustulatus,-9.3423,-49.9727,159
Leptodactylus pustulatus,-9.3104,-49.9675,152
Leptodactylus pustulatus,-13.3824,-49.1202,615
Leptodactylus pustulatus,-10.8251,-51.7123,277
Leptodactylus pustulatus,-10.5439,-48.4962,205
Leptodactylus pustulatus,-10.45,-48.4,216
Leptodactylus pustulatus,-10.1166,-48.4166,166
Leptodactylus pustulatus,-10.0833,-48.45,185
Leptodactylus pustulatus,-12.1611,-52.7416,293
Leptodactylus pustulatus,-12,-53.3666,260
Leptodactylus pustulatus,-7.0934,-48.9735,260
Leptodactylus pustulatus,-1.3648,-48.1289,6
Leptodactylus pustulatus,-10.3319,-50.792,229
Leptodactylus pustulatus,-5.1332,-48.3687,87
Leptodactylus pustulatus,-13.1516,-58.6531,496
Leptodactylus pustulatus,-3.8556,-49.8206,68
Leptodactylus pustulatus,-3.3042,-43.3442,77
Leptodactylus sertanejo,-22.86,-49.32,618
Leptodactylus sertanejo,-11.31,-47,696
Leptodactylus sertanejo,-14.05,-47.53,1140
Leptodactylus sertanejo,-14.85,-51.08,245
Leptodactylus sertanejo,-20.6724,-56.7994,304
Leptodactylus sertanejo,-20.789,-56.755,397
Leptodactylus sertanejo,-20.7914,-56.7566,397
Leptodactylus sertanejo,-21.1244,-56.7435,524
Leptodactylus sertanejo,-22.27,-47.92,928
Leptodactylus sertanejo,-13.97,-47.74,815
Leptodactylus sertanejo,-14.5003,-45.2246,772
Leptodactylus sertanejo,-15.2022,-56.0053,308
Leptodactylus sertanejo,-15.5316,-55.9477,199
Leptodactylus sertanejo,-20.48,-46.77,656
Leptodactylus sertanejo,-20.22,-43.76,922
Leptodactylus sertanejo,-13.9719,-45.1447,679
Leptodactylus sertanejo,-14.0062,-45.1574,762
Leptodactylus sertanejo,-10.5769,-46.5066,484
Leptodactylus sertanejo,-17.6134,-52.7643,824
Leptodactylus sertanejo,-20.68,-46.54,670
Leptodactylus sertanejo,-23.75,-47.5,918
Leptodactylus sertanejo,-15.6636,-57.22,408
Leptodactylus sertanejo,-19.27,-43.66,925
Leptodactylus sertanejo,-13,-45,726
Leptodactylus sertanejo,-22.71,-48.57,673
Leptodactylus sertanejo,-6.84,-45.56,431
Leptodactylus sertanejo,-18.98,-48.25,723
Leptodactylus sertanejo,-19,-48.3147,746
Leptodactylus sertanejo,-14.8397,-59.6688,780
Leptodactylus tapiti,-14.1825,-47.5347,1018
Liotyphlops schubarti,-21.9961,-47.4258,610
Liotyphlops schubarti,-21.0256,-47.3739,916
Liotyphlops taylori*,-15.65,-57.2121,355
Lonchophylla bokermanni,-14.2667,-42.5,800
Lonchophylla bokermanni,-18.3833,-43.0167,752
Lonchophylla bokermanni,-18.2667,-43.3833,1310
Lonchophylla bokermanni,-19.2667,-43.6,1201
Lonchophylla bokermanni,-11.0833,-41.3,679
Lonchophylla bokermanni,-19.4,-43.3333,835
Lonchophylla dekeyseri,-14.55,-60.7,400
Lonchophylla dekeyseri,-15.5333,-47.8667,908
Lonchophylla dekeyseri,-15.6667,-48,1136
Lonchophylla dekeyseri,-17.3333,-53.8333,637
Lonchophylla dekeyseri,-16.6667,-54.6667,293
Lonchophylla dekeyseri,-14.25,-51.75,290
Lonchophylla dekeyseri,-15.85,-52.25,592
Lonchophylla dekeyseri,-15.9333,-47.8833,1099
Lonchophylla dekeyseri,-15.5667,-48.1167,1257
Lonchophylla dekeyseri,-15.5,-48.1667,954
Lonchophylla dekeyseri,-15.5,-48.15,958
Lonchophylla dekeyseri,-15.8667,-48.1833,1043
Lonchophylla dekeyseri,-19.0167,-57.75,219
Lonchophylla dekeyseri,-17.1142,-50.5716,653
Lonchophylla dekeyseri,-16.6333,-41.8333,283
Lonchophylla dekeyseri,-15.49,-46.36,607
Lonchophylla dekeyseri,-14.4833,-46.1,759
Lonchophylla dekeyseri,-10.6667,-46.8667,622
Lonchophylla dekeyseri,-15.45,-48.15,915
Lonchophylla dekeyseri,-15.55,-47.75,1116
Lonchophylla dekeyseri,-15.65,-57.2,457
Lonchophylla dekeyseri,-11.2333,-46.85,651
Lonchophylla dekeyseri,-3.9333,-41.7333,80
Lonchophylla dekeyseri,-17.5333,-54.4333,440
Lonchophylla dekeyseri,-15.5833,-48.0167,1232
Lonchophylla dekeyseri,-15.8759,-47.8757,1074
Lonchophylla dekeyseri,-14.5071,-46.731,554
Lonchophylla dekeyseri,-14.4302,-46.4604,526
Lonchophylla dekeyseri,-18.3476,-52.7657,741
Lycalopex vetulus,-13.95,-52.45,387
Lycalopex vetulus,-22.8,-49.2333,615
Lycalopex vetulus,-16.3167,-48.95,917
Lycalopex vetulus,-23.583,-48.383,610
Lycalopex vetulus,-15.8759,-47.8757,1074
Lycalopex vetulus,-15.75,-48.0667,1220
Lycalopex vetulus,-17.7167,-48.6667,822
Lycalopex vetulus,-14.55,-52.7667,792
Lycalopex vetulus,-14.2833,-52.9333,448
Lycalopex vetulus,-17.9333,-47.6667,707
Lycalopex vetulus,-13.65,-47.8,610
Lycalopex vetulus,-13.95,-45.5833,767
Lycalopex vetulus,-18.9833,-56.65,96
Lycalopex vetulus,-14.8667,-55.8,266
Lycalopex vetulus,-15.4333,-55.75,661
Lycalopex vetulus,-15.4167,-55.7833,721
Lycalopex vetulus,-20.54,-47.4,921
Lycalopex vetulus,-19.54,-44.38,901
Lycalopex vetulus,-14.2333,-45.7667,763
Lycalopex vetulus,-7.5167,-39.3167,753
Lycalopex vetulus,-20.7167,-56.8667,610
Lycalopex vetulus,-12.1667,-59.7167,417
Lycalopex vetulus,-19.6272,-43.8897,920
Lycalopex vetulus,-12.5333,-41.4,446
Lycalopex vetulus,-21.6167,-55.1667,366
Lycalopex vetulus,-10.6667,-46.8667,622
Lycalopex vetulus,-18.2667,-52.8833,766
Lycalopex vetulus,-14.5167,-52.3333,395
Lycalopex vetulus,-14.6833,-52.3333,306
Lycalopex vetulus,-14.5,-52.35,409
Lycalopex vetulus,-14.7667,-52.65,430
Lycalopex vetulus,-14.7,-52.35,314
Lycalopex vetulus,-12.6267,-47.8869,289
Lycalopex vetulus,-20.2065,-47.4384,921
Lycalopex vetulus,-17.35,-44.9333,542
Lycalopex vetulus,-15.5833,-47.5833,1069
Lycalopex vetulus,-13.0667,-51.8333,455
Lycalopex vetulus,-21.1667,-47.8,590
Lycalopex vetulus,-11.2333,-46.85,651
Lycalopex vetulus,-21.6167,-47.6167,666
Lycalopex vetulus,-21.9667,-46.8,747
Lycalopex vetulus,-12.5336,-48.23,269
Lycalopex vetulus,-23.35,-47.85,610
Lycalopex vetulus,-22.545,-52.234,390
Lycalopex vetulus,-18.95,-48.2,722
Lycalopex vetulus,-15.8333,-46.5,702
Lycalopex vetulus,-17.4646,-48.2019,785
Lycalopex vetulus,-9.4833,-41.35,429
Lycalopex vetulus,-13.252,-45.769,792
Lycalopex vetulus,-15.45,-47.6167,1074
Lycalopex vetulus,-18.266,-48.149,687
Lycalopex vetulus,-16.6833,-49.25,781
Lycalopex vetulus,-15.85,-48.949,769
Lycalopex vetulus,-7.534,-46.037,244
Lycalopex vetulus,-7.217,-44.567,185
Lycalopex vetulus,-7.34,-47.439,175
Lycalopex vetulus,-7.083,-45.15,197
Lycalopex vetulus,-18.6333,-48.1833,914
Lycalopex vetulus,-15.958,-46.367,596
Lycalopex vetulus,-18.32,-47.136,719
Lycalopex vetulus,-17.9935,-43.6101,915
Lycalopex vetulus,-18.15,-43.3833,997
Lycalopex vetulus,-15.2667,-45.8667,772
Lycalopex vetulus,-19.37,-43.62,920
Lycalopex vetulus,-22.2539,-45.9206,877
Lycalopex vetulus,-20.245,-46.365,901
Lycalopex vetulus,-20.448,-54.616,611
Lycalopex vetulus,-18.4667,-57.3667,79
Lycalopex vetulus,-19.5,-56.2167,89
Lycalopex vetulus,-15.0735,-57.1815,151
Lycalopex vetulus,-15.6,-56.1,173
Lycalopex vetulus,-12.9995,-60,583
Lycalopex vetulus,-20.2833,-56.0667,167
Lycalopex vetulus,-4.249,-42.299,73
Lycalopex vetulus,-8.7333,-45.0833,457
Lycalopex vetulus,-9.2056,-43.4886,610
Lycalopex vetulus,-7.122,-42.346,200
Lycalopex vetulus,-8.6974,-42.6105,448
Lycalopex vetulus,-4.2333,-42.2833,72
Lycalopex vetulus,-21.7944,-48.1756,631
Lycalopex vetulus,-22.2334,-49.0852,513
Lycalopex vetulus,-22.72,-47.6397,527
Lycalopex vetulus,-22.2945,-46.9278,648
Lycalopex vetulus,-21.2256,-47.8503,608
Lycalopex vetulus,-22.1,-48.05,635
Lycalopex vetulus,-22.9626,-47.0153,739
Lycalopex vetulus,-22.2463,-47.9167,914
Lycalopex vetulus,-21.5833,-47.8,610
Lycalopex vetulus,-21.85,-47.4667,582
Lycalopex vetulus,-21.765,-52.1,269
Lycalopex vetulus,-22.564,-53.035,243
Lycalopex vetulus,-22.019,-47.894,767
Lycalopex vetulus,-20.793,-49.35,481
Lycalopex vetulus,-21.473,-47.471,841
Lycalopex vetulus,-11.325,-48.946,305
Lycalopex vetulus,-10.1167,-48.6167,252
Lycalopex vetulus,-9.8667,-48.1167,474
Lycalopex vetulus,-10.693,-47.817,285
Lygophis paucidens,-23.7808,-56.2909,166
Lygophis paucidens,-14.0833,-47.6167,907
Lygophis paucidens,-5.5669,-46.7419,310
Lygophis paucidens,-15.905,-46.1231,562
Lygophis paucidens,-15.7099,-48.0224,1164
Lygophis paucidens,-15.4333,-55.75,661
Lygophis paucidens,-14.8717,-55.7856,265
Lygophis paucidens,-15.3,-55.85,649
Lygophis paucidens,-15.7833,-48.7667,1058
Lygophis paucidens,-15.5833,-56.0833,198
Lygophis paucidens,-8.8833,-44.9667,305
Lygophis paucidens,-15.2,-45.8333,750
Lygophis paucidens,-8.8333,-48.5,283
Lygophis paucidens,-17.7219,-48.1597,791
Lygophis paucidens,-17.7167,-48.15,772
Lygophis paucidens,-14.0667,-45.4333,741
Lygophis paucidens,-14.0341,-45.4519,717
Lygophis paucidens,-15.33,-56.5497,230
Lygophis paucidens,-10.7333,-46.7833,454
Lygophis paucidens,-10.6333,-46.6667,445
Lygophis paucidens,-11.2169,-50.6667,177
Lygophis paucidens,-11.2167,-50.6667,177
Lygophis paucidens,-14.05,-48.3167,427
Lygophis paucidens,-10.3,-48.35,215
Lygophis paucidens,-12.6,-47.8667,277
Lygophis paucidens,-4.106,-41.71,155
Lygophis paucidens,-14.5444,-40.3786,747
Lygophis paucidens,-11.75,-50.7333,186
Lygophis paucidens,-17.3167,-53.2,636
Lygophis paucidens,-11.0641,-42.4319,523
Lygophis paucidens,-15.2931,-59.0608,299
Lygophis paucidens,-13.55,-46.35,600
Lygophis paucidens,-11.6219,-50.6714,182
Lygophis paucidens,-15.95,-44.8667,493
Lygophis paucidens,-5.0833,-42.8,62
Lysapsus caraya,-15.2366,-51.2079,296
Lysapsus caraya,-15.2018,-51.1954,277
Lysapsus caraya,-9.3483,-49.9436,178
Lysapsus caraya,-9.3091,-49.9598,159
Lysapsus caraya,-9.4047,-49.9831,161
Lysapsus caraya,-8.2999,-49.2861,117
Lysapsus caraya,-8.2988,-49.2756,114
Lysapsus caraya,-8.2894,-49.2481,126
Lysapsus caraya,-8.3632,-49.2677,122
Lysapsus caraya,-10.8122,-49.9142,200
Lysapsus caraya,-11.2167,-50.6667,177
Lysapsus caraya,-15.6678,-51.1708,405
Manciola guaporicola,-17.4569,-63.6578,368
Manciola guaporicola,-13.95,-60.8167,304
Manciola guaporicola,-15.4667,-65.0833,175
Manciola guaporicola,-10.6833,-50.6333,170
Manciola guaporicola,-15.7099,-48.0224,1164
Manciola guaporicola,-16.0667,-57.6667,177
Manciola guaporicola,-14.9833,-55.7333,300
Manciola guaporicola,-15.3,-55.85,649
Manciola guaporicola,-15.65,-57.2,457
Manciola guaporicola,-22.25,-47.8167,890
Manciola guaporicola,-11.2167,-50.6667,177
Manciola guaporicola,-18.25,-52.8833,771
Manciola guaporicola,-8.7,-56.0833,294
Manciola guaporicola,-17.2167,-46.8667,688
Manciola guaporicola,-20.2333,-46.65,915
Manciola guaporicola,-19.7333,-47.75,892
Manciola guaporicola,-12.0167,-48.5333,244
Manciola guaporicola,-16.25,-56.6167,149
Manciola guaporicola,-8.95,-54.9,402
Manciola guaporicola,-15,-59.95,192
Melanopareia bitorquata,-16.128411,-62.040621,322
Melanopareia bitorquata,-16.2167,-62.0667,365
Melanopareia bitorquata,-16.164,-62.098,334
Melanopareia bitorquata,-16.383,-60.643,319
Melanopareia bitorquata,-16.6167,-62.7667,235
Melanopareia bitorquata,-18.3333,-59.6,872
Melanopareia bitorquata,-13.7808,-60.9455,419
Melanopareia bitorquata,-14.5667,-60.6667,505
Melanopareia bitorquata,-15.05,-59.8,220
Melanopareia bitorquata,-18.0927,-57.4919,154
Melanopareia bitorquata,-18.103,-57.4862,150
Melanopareia bitorquata,-15,-59.7172,200
Melanopareia bitorquata,-15,-59.625,238
Melanopareia torquata,-23.35,-55.9167,287
Melanopareia torquata,-24.1667,-55.25,253
Melanopareia torquata,-14,-45.8333,810
Melanopareia torquata,-9.6215,-49.1514,255
Melanopareia torquata,-22.85,-48.9333,707
Melanopareia torquata,-20.4485,-52.8784,305
Melanopareia torquata,-17.3155,-53.2155,629
Melanopareia torquata,-14.1335,-47.5104,1156
Melanopareia torquata,-9.1115,-45.9304,277
Melanopareia torquata,-8.2,-54.9667,402
Melanopareia torquata,-8.3333,-56.7667,372
Melanopareia torquata,-15.5333,-48.0667,1095
Melanopareia torquata,-5.6515,-48.1244,75
Melanopareia torquata,-19.5935,-46.9414,1049
Melanopareia torquata,-20,-43.9667,1224
Melanopareia torquata,-20.0167,-43.9833,1248
Melanopareia torquata,-13.95,-44.35,668
Melanopareia torquata,-23.1167,-48.9833,711
Melanopareia torquata,-13.5,-41.8667,929
Melanopareia torquata,-15.8905,-52.2574,288
Melanopareia torquata,-7.6895,-47.6834,94
Melanopareia torquata,-12.85,-51.75,311
Melanopareia torquata,-20.8833,-47.6167,731
Melanopareia torquata,-16.9667,-48.95,838
Melanopareia torquata,-19.8175,-43.9564,823
Melanopareia torquata,-20.4086,-44.0244,860
Melanopareia torquata,-16.7333,-42.9667,897
Melanopareia torquata,-16.8667,-43.0167,1016
Melanopareia torquata,-17.0105,-46.0094,583
Melanopareia torquata,-15.7805,-47.9304,1092
Melanopareia torquata,-22.1667,-47.8667,841
Melanopareia torquata,-20.1435,-44.2004,803
Melanopareia torquata,-17.8735,-44.1804,767
Melanopareia torquata,-16.0667,-57.6833,166
Melanopareia torquata,-21.9167,-47.35,587
Melanopareia torquata,-14.0695,-42.4754,813
Melanopareia torquata,-17.7445,-48.6264,706
Melanopareia torquata,-16.8333,-43.05,1049
Melanopareia torquata,-14.1333,-47.5667,892
Melanopareia torquata,-18.8,-43.8833,1196
Melanopareia torquata,-11.2,-53.2333,238
Melanopareia torquata,-7.3335,-47.4694,115
Melanopareia torquata,-21.4886,-44.6434,1170
Melanopareia torquata,-6.7833,-43.8333,216
Melanopareia torquata,-21.9167,-47.8167,677
Melanopareia torquata,-13.5333,-41.8667,918
Melanopareia torquata,-12.6,-48.1,304
Melanopareia torquata,-15.6333,-47.85,1184
Melanopareia torquata,-16.45,-43.4,961
Melanopareia torquata,-15.4167,-55.8,757
Melanopareia torquata,-15.4615,-55.7505,740
Melanopareia torquata,-18.4085,-52.5494,688
Melanopareia torquata,-15.7945,-48.7764,1037
Melanopareia torquata,-20.5005,-43.8584,897
Melanopareia torquata,-18.4735,-47.2004,917
Melanopareia torquata,-22.2,-47.8667,848
Melanopareia torquata,-22.2333,-47.85,888
Melanopareia torquata,-12.85,-51.8167,311
Melanopareia torquata,-18.5445,-53.1295,613
Melanopareia torquata,-18.0715,-43.4714,902
Melanopareia torquata,-18.5,-54.75,285
Melanopareia torquata,-18.2167,-54.6667,365
Melanopareia torquata,-15.5965,-56.0975,173
Melanopareia torquata,-18.25,-43.6,1199
Melanopareia torquata,-18.2495,-43.6004,1200
Melanopareia torquata,-10.65,-46.8,457
Melanopareia torquata,-10.5667,-46.4667,454
Melanopareia torquata,-22.1,-47.85,855
Melanopareia torquata,-15.5333,-47.6167,1049
Melanopareia torquata,-22.2167,-47.9,862
Melanopareia torquata,-22.8,-49.2167,615
Melanopareia torquata,-20.3833,-43.5667,1416
Melanopareia torquata,-22.25,-47.8167,890
Melanopareia torquata,-10.6667,-46.8,470
Melanopareia torquata,-15.7833,-47.9167,1087
Melanopareia torquata,-15.95,-47.9333,1112
Melanopareia torquata,-8.5167,-61.4,196
Melanopareia torquata,-22.2667,-47.1667,610
Melanopareia torquata,-20.8167,-47.3667,737
Melanopareia torquata,-8.4667,-61.3833,181
Melanopareia torquata,-15.4,-49.6,572
Melanopareia torquata,-22.8833,-49.25,599
Melanopareia torquata,-17.5833,-46.0833,612
Melanopareia torquata,-22.2833,-48,858
Melanopareia torquata,-21.6333,-47.2,622
Melanopareia torquata,-15.9167,-55.4667,594
Melanopareia torquata,-8.55,-61.4333,202
Melanopareia torquata,-22.1667,-47.9167,851
Melanopareia torquata,-15.8333,-46.5,702
Melanopareia torquata,-11.3,-48.9333,305
Melanopareia torquata,-15.6667,-44.6333,492
Melanopareia torquata,-7.6833,-44.4333,407
Melanopareia torquata,-15.0667,-60.1,335
Melanopareia torquata,-15.5375,-47.3344,921
Melanopareia torquata,-17.4833,-47.3333,916
Melanopareia torquata,-17.5667,-47.1333,892
Melanopareia torquata,-17.55,-47.1667,921
Melanopareia torquata,-12.5,-60.25,509
Melanopareia torquata,-12.4667,-60.15,507
Melanopareia torquata,-20.5333,-47.4,921
Melanopareia torquata,-9.8325,-45.3444,474
Melanopareia torquata,-16.6667,-49.2667,797
Melanopareia torquata,-16.4833,-49.4167,822
Melanopareia torquata,-7.7105,-47.3144,171
Melanopareia torquata,-7.7167,-51.1833,256
Melanopareia torquata,-18.4545,-43.7414,1151
Melanopareia torquata,-16.5667,-42.9,748
Melanopareia torquata,-19.0395,-47.9174,819
Melanopareia torquata,-14.9667,-52.3167,434
Melanopareia torquata,-20.2535,-43.8014,897
Melanopareia torquata,-20.1975,-44.4214,897
Melanopareia torquata,-17.2095,-54.1505,563
Melanopareia torquata,-22.2535,-47.8234,898
Melanopareia torquata,-17.7435,-46.1734,700
Melanopareia torquata,-20.8,-47.7333,665
Melanopareia torquata,-13.5,-51.2333,292
Melanopareia torquata,-19.6333,-43.8833,940
Melanopareia torquata,-19.6275,-43.8904,920
Melanopareia torquata,-21.2167,-45,916
Melanopareia torquata,-12.5635,-41.3904,419
Melanopareia torquata,-22.5995,-48.8004,544
Melanopareia torquata,-12.0925,-45.8054,777
Melanopareia torquata,-16.2535,-47.9504,923
Melanopareia torquata,-14.4885,-46.1134,701
Melanopareia torquata,-6.7667,-43.8167,216
Melanopareia torquata,-10.5485,-46.4214,540
Melanopareia torquata,-11.4295,-40.5953,569
Melanopareia torquata,-21.6826,-44.6044,1133
Melanopareia torquata,-17.5695,-52.5514,674
Melanopareia torquata,-20.3335,-44.0534,858
Melanopareia torquata,-16.7333,-43.9,726
Melanopareia torquata,-22.2833,-47.8,884
Melanopareia torquata,-13.0055,-41.3714,882
Melanopareia torquata,-21.2365,-45.2364,908
Melanopareia torquata,-19.9865,-43.8474,859
Melanopareia torquata,-22.2,-46.95,713
Melanopareia torquata,-9.5,-45.5167,414
Melanopareia torquata,-20.5215,-43.6924,1190
Melanopareia torquata,-20.2885,-43.5084,981
Melanopareia torquata,-10.1675,-48.3334,213
Melanopareia torquata,-7.8605,-47.9264,98
Melanopareia torquata,-12.5295,-41.5594,755
Melanopareia torquata,-10.1765,-48.8674,300
Melanopareia torquata,-19.9333,-43.8833,933
Melanopareia torquata,-17.7833,-48.7,993
Melanopareia torquata,-21.7,-43.8833,1562
Melanopareia torquata,-10.4667,-46.3167,618
Melanopareia torquata,-6.4167,-45.1667,291
Melanopareia torquata,-19.0833,-43.55,899
Melanopareia torquata,-20.7167,-56.8667,610
Melanopareia torquata,-10,-45.8,458
Melanopareia torquata,-15.7167,-47.95,1077
Melanopareia torquata,-15.35,-45.8333,759
Melanopareia torquata,-18.5795,-46.5184,895
Melanopareia torquata,-18.9445,-46.9934,1003
Melanopareia torquata,-8.9685,-48.1754,98
Melanopareia torquata,-19.3535,-47.2934,913
Melanopareia torquata,-10.4435,-49.1824,301
Melanopareia torquata,-19.2245,-44.9354,698
Melanopareia torquata,-10.7085,-48.4174,199
Melanopareia torquata,-22.2667,-47.9167,928
Melanopareia torquata,-21.0585,-44.0804,931
Melanopareia torquata,-6.75,-43.8333,113
Melanopareia torquata,-13.95,-44.3667,668
Melanopareia torquata,-20.9226,-44.2384,1100
Melanopareia torquata,-15.9333,-47.8833,1099
Melanopareia torquata,-18.95,-48.2,722
Melanopareia torquata,-20.1,-43.9833,1224
Melanopareia torquata,-12.9425,-51.8244,469
Melanopareia torquata,-7.5585,-45.2424,200
Melanopareia torquata,-21.5833,-48.0667,585
Melanopareia torquata,-21.5833,-48.0833,591
Melanopareia torquata,-20.0885,-43.7894,865
Melanopareia torquata,-15.9167,-52.25,303
Melanopareia torquata,-19.35,-43.6167,906
Melanopareia torquata,-16.6833,-43.3167,880
Melanopareia torquata,-12.6333,-50.6667,196
Melanopareia torquata,-11.75,-50.7333,186
Melanopareia torquata,-14.6667,-52.35,312
Melanopareia torquata,-13.3833,-51.3667,254
Melanopareia torquata,-12.8333,-58.7,400
Melanopareia torquata,-22.25,-47.8667,915
Melanopareia torquata,-17.7745,-48.7734,832
Melanopareia torquata,-14.1833,-47.8,733
Melanopareia torquata,-7.8667,-47.9,136
Melanopareia torquata,-16.4715,-54.6365,255
Melanopareia torquata,-19.8865,-43.8074,949
Melanopareia torquata,-19.8655,-47.4404,893
Melanopareia torquata,-7.5667,-45.7667,368
Melanopareia torquata,-9.3167,-45.6333,540
Melanopareia torquata,-19.7705,-43.8514,807
Melanopareia torquata,-16.6167,-43.3,886
Melanopareia torquata,-21.6015,-44.1044,976
Melanopareia torquata,-15.8665,-56.0775,153
Melanopareia torquata,-15.85,-47.9333,1067
Melanopareia torquata,-12.3635,-44.9734,555
Melanopareia torquata,-21.1366,-44.2624,915
Melanopareia torquata,-15.3145,-42.0144,815
Melanopareia torquata,-21.9333,-47.3667,586
Melanopareia torquata,-20.2455,-46.3664,901
Melanopareia torquata,-12.4,-47.6833,307
Melanopareia torquata,-20.25,-46.6167,929
Melanopareia torquata,-15.65,-57.2167,299
Melanopareia torquata,-20.3667,-43.9833,921
Melanopareia torquata,-17.7,-44.2667,1227
Melanopareia torquata,-9.3333,-54.7667,500
Melanopareia torquata,-19.95,-43.9,1101
Melanopareia torquata,-7.7667,-46.2333,276
Melanopareia torquata,-10.2667,-48.3667,193
Melanopareia torquata,-15.4167,-42.8,1009
Melanopareia torquata,-16.55,-43.4,909
Melanopareia torquata,-20.1167,-47.8333,598
Melanopareia torquata,-15.8167,-48.05,1211
Melanopareia torquata,-12.4045,-46.4364,709
Melanopareia torquata,-19.9225,-46.8234,1194
Melanopareia torquata,-13.7765,-47.2654,863
Melanopareia torquata,-16.6667,-49.5,837
Melanopareia torquata,-18.9195,-48.2774,690
Melanopareia torquata,-21.9667,-47.8667,751
Melanopareia torquata,-14.8667,-55.7833,266
Melanopareia torquata,-20.3275,-46.3664,863
Melanopareia torquata,-15.4035,-42.3084,913
Melanopareia torquata,-18.3785,-46.0324,914
Melanopareia torquata,-15.0085,-59.9515,193
Melanopareia torquata,-15.05,-59.7667,230
Melanopareia torquata,-24.1333,-49.1667,860
Melanopareia torquata,-24.1167,-49.3333,769
Melanopareia torquata,-24.0833,-49.2,745
Melanopareia torquata,-23.5667,-47.9,607
Melanopareia torquata,-23.5333,-46.6167,636
Melanopareia torquata,-18.2833,-59.5167,243
Micrablepharus atticolus,-22.7833,-49.2333,614
Micrablepharus atticolus,-17.9833,-53.6167,375
Micrablepharus atticolus,-18.1667,-53.35,610
Micrablepharus atticolus,-17.3042,-53.2014,631
Micrablepharus atticolus,-17.3,-53.2,630
Micrablepharus atticolus,-15.905,-46.1231,562
Micrablepharus atticolus,-14.9203,-51.0831,219
Micrablepharus atticolus,-15.89,-52.2567,288
Micrablepharus atticolus,-10.6833,-50.6333,170
Micrablepharus atticolus,-12.5201,-60.4128,500
Micrablepharus atticolus,-15.7099,-48.0224,1164
Micrablepharus atticolus,-16.0111,-47.9436,1065
Micrablepharus atticolus,-21.2667,-47.3,830
Micrablepharus atticolus,-13.55,-52.2667,350
Micrablepharus atticolus,-15.3,-55.85,649
Micrablepharus atticolus,-14.9833,-55.7333,300
Micrablepharus atticolus,-14.3833,-50.9833,246
Micrablepharus atticolus,-20.75,-51.6667,303
Micrablepharus atticolus,-15.2,-45.8333,750
Micrablepharus atticolus,-13.2333,-53.0667,321
Micrablepharus atticolus,-11.5,-50.25,196
Micrablepharus atticolus,-18.25,-52.8833,771
Micrablepharus atticolus,-14.05,-48.3167,427
Micrablepharus atticolus,-17.2167,-46.8667,688
Micrablepharus atticolus,-11.6667,-61.1833,199
Micrablepharus atticolus,-15.85,-48.95,769
Micrablepharus atticolus,-11.75,-50.7333,186
Micrablepharus atticolus,-17.3167,-53.2,636
Micrablepharus atticolus,-21.7,-47.4667,653
Micrablepharus atticolus,-20.8167,-49.3667,457
Micrablepharus atticolus,-12.7333,-48.2333,283
Micrablepharus atticolus,-15.6667,-55,403
Micrablepharus atticolus,-17.7333,-48.6167,687
Micrablepharus atticolus,-12.7333,-60.1333,601
Microakodontomys transitorius,-15.6667,-48,1136
Microakodontomys transitorius,-16.0167,-47.95,1054
Micrurus brasiliensis,-8.2472,-46.362,470
Micrurus brasiliensis,-12.0798,-45.6866,780
Micrurus brasiliensis,-14.2036,-41.6653,452
Micrurus brasiliensis,-13.5,-48.35,465
Micrurus brasiliensis,-7.2445,-47.2919,246
Micrurus brasiliensis,-7.195,-47.2353,313
Micrurus brasiliensis,-14.1464,-48.0719,616
Micrurus brasiliensis,-13.9375,-45.9375,816
Micrurus brasiliensis,-6.5614,-47.4514,104
Micrurus brasiliensis,-13.9294,-46.4772,614
Micrurus brasiliensis,-14.0667,-45.4333,741
Micrurus brasiliensis,-13.5892,-44.5336,627
Micrurus brasiliensis,-15.4833,-44.3667,468
Micrurus brasiliensis,-17.7333,-46.1667,682
Micrurus brasiliensis,-11.6172,-50.6694,182
Micrurus brasiliensis,-14.4861,-46.1044,721
Micrurus brasiliensis,-14.75,-43.9167,452
Micrurus brasiliensis,-10.5792,-46.4239,491
Micrurus brasiliensis,-10.7333,-46.7833,454
Micrurus brasiliensis,-14.1097,-48.2922,452
Micrurus brasiliensis,-15.85,-43.05,651
Micrurus brasiliensis,-15.4917,-41.3081,604
Micrurus brasiliensis,-11.5667,-50.6667,181
Micrurus brasiliensis,-12.3521,-44.9842,544
Micrurus tricolor,-20.3605,-56.945,534
Micrurus tricolor,-19.7332,-55.1258,348
Micrurus tricolor,-20.486,-55.314,252
Micrurus tricolor,-21.8034,-55.5022,539
Micrurus tricolor,-21.3643,-57.2587,582
