species,elevation,sample
Philodryas mattogrossensis,99,142
Philodryas mattogrossensis,914,309
Philodryas mattogrossensis,307,227
Philodryas mattogrossensis,307,227
Philodryas mattogrossensis,307,227
Philodryas mattogrossensis,307,227
Philodryas mattogrossensis,307,227
Philodryas mattogrossensis,568,271
Philodryas mattogrossensis,177,96
Philodryas mattogrossensis,426,246
Philodryas mattogrossensis,622,289
Philodryas mattogrossensis,599,163
Philodryas mattogrossensis,599,163
Philodryas mattogrossensis,599,163
Philodryas mattogrossensis,617,163
Philodryas mattogrossensis,482,185
Philodryas mattogrossensis,482,185
Philodryas mattogrossensis,540,164
Philodryas mattogrossensis,654,163
Philodryas mattogrossensis,535,163
Philodryas mattogrossensis,571,163
Philodryas mattogrossensis,585,163
Philodryas mattogrossensis,634,163
Philodryas mattogrossensis,617,163
Philodryas mattogrossensis,645,163
Philodryas mattogrossensis,597,163
Philodryas mattogrossensis,578,163
Philodryas mattogrossensis,617,163
Philodryas mattogrossensis,602,163
Philodryas mattogrossensis,533,163
Philodryas mattogrossensis,691,163
Philodryas mattogrossensis,595,163
Philodryas mattogrossensis,672,163
Philodryas mattogrossensis,338,205
Philodryas mattogrossensis,338,205
Phyllomyias reiseri,247,123
Phyllomyias reiseri,300,122
Phyllomyias reiseri,1087,306
Phyllomyias reiseri,1037,285
Phyllomyias reiseri,633,345
Phyllomyias reiseri,562,122
Phyllomyias reiseri,599,367
Phyllomyias reiseri,555,122
Phyllomyias reiseri,944,309
Phyllomyias reiseri,457,389
Phyllomyias reiseri,514,122
Phyllomyias reiseri,472,325
Phyllomyias reiseri,602,323
Phyllomyias reiseri,673,285
Phyllomyias reiseri,518,348
Phyllomyias reiseri,922,327
Phyllomyias reiseri,397,342
Phyllomyias reiseri,493,389
Phyllomyias reiseri,468,389
Phyllomyias reiseri,596,390
Phyllomyias reiseri,614,389
Phyllomyias reiseri,610,122
Phyllomyias reiseri,736,323
Phyllomyias reiseri,392,247
Phyllomyias reiseri,1243,305
Phyllomyias reiseri,457,363
Phyllomys brasiliensis,704,394
Phyllomys brasiliensis,731,393
Phyllomys brasiliensis,612,372
Phyllomys brasiliensis,610,372
Phyllomys centralis,1071,306
Phyllomys centralis,801,394
Phyllomys centralis,806,415
Phyllomys centralis,796,415
Phylloscartes roquettei,914,327
Phylloscartes roquettei,762,305
Phylloscartes roquettei,1074,305
Phylloscartes roquettei,305,433
Phylloscartes roquettei,908,391
Phylloscartes roquettei,577,389
Phylloscartes roquettei,612,371
Phylloscartes roquettei,521,370
Phylloscartes roquettei,559,369
Phylloscartes roquettei,590,433
Phylloscartes roquettei,557,349
Phylloscartes roquettei,965,392
Phylloscartes roquettei,745,373
Phylloscartes roquettei,916,391
Phylloscartes roquettei,661,371
Phylloscartes roquettei,605,372
Phylloscartes roquettei,609,372
Phylloscartes roquettei,613,391
Phylloscartes roquettei,499,389
Phylloscartes roquettei,596,390
Phylloscartes roquettei,558,389
Phylloscartes roquettei,750,391
Phylloscartes roquettei,608,328
Phylloscartes roquettei,614,389
Phylloscartes roquettei,525,370
Phylloscartes roquettei,421,389
Phylloscartes roquettei,542,370
Phylloscartes roquettei,505,432
Phylloscartes roquettei,708,391
Phylloscartes roquettei,855,432
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,914,285
Physalaemus atim*,854,285
Physalaemus atim*,918,286
Physalaemus atim*,918,286
Physalaemus atim*,915,286
Physalaemus atim*,920,286
Physalaemus atim*,914,286
Physalaemus atim*,917,286
Physalaemus atim*,917,286
Physalaemus atim*,911,286
Physalaemus atim*,914,286
Physalaemus atim*,899,285
Physalaemus centralis,481,220
Physalaemus centralis,610,181
Physalaemus centralis,655,202
Physalaemus centralis,1018,304
Physalaemus centralis,617,326
Physalaemus centralis,579,225
Physalaemus centralis,610,225
Physalaemus centralis,312,222
Physalaemus centralis,653,312
Physalaemus centralis,615,312
Physalaemus centralis,569,271
Physalaemus centralis,283,297
Physalaemus centralis,264,297
Physalaemus centralis,283,222
Physalaemus centralis,338,222
Physalaemus centralis,444,222
Physalaemus centralis,605,222
Physalaemus centralis,530,291
Physalaemus centralis,778,292
Physalaemus centralis,689,313
Physalaemus centralis,1000,306
Physalaemus centralis,243,280
Physalaemus centralis,296,242
Physalaemus centralis,675,312
Physalaemus centralis,656,370
Physalaemus centralis,178,318
Physalaemus centralis,310,318
Physalaemus centralis,161,318
Physalaemus centralis,140,297
Physalaemus centralis,164,257
Physalaemus centralis,158,257
Physalaemus centralis,164,257
Physalaemus centralis,178,257
Physalaemus centralis,164,257
Physalaemus centralis,159,257
Physalaemus centralis,734,308
Physalaemus centralis,298,137
Physalaemus centralis,610,347
Physalaemus centralis,710,203
Physalaemus centralis,772,367
Physalaemus centralis,765,366
Physalaemus centralis,1029,285
Physalaemus centralis,607,312
Physalaemus centralis,306,161
Physalaemus centralis,236,137
Physalaemus centralis,915,392
Physalaemus centralis,700,323
Physalaemus centralis,862,394
Physalaemus centralis,179,318
Physalaemus centralis,209,297
Physalaemus centralis,671,347
Physalaemus centralis,777,286
Physalaemus centralis,425,264
Physalaemus centralis,559,310
Physalaemus centralis,763,265
Physalaemus centralis,223,299
Physalaemus centralis,220,299
Physalaemus centralis,305,299
Physalaemus centralis,457,290
Physalaemus centralis,457,290
Physalaemus centralis,460,291
Physalaemus centralis,457,289
Physalaemus centralis,936,312
Physalaemus centralis,679,367
Physalaemus centralis,703,367
Physalaemus centralis,801,346
Physalaemus centralis,779,346
Physalaemus centralis,769,346
Physalaemus centralis,773,346
Physalaemus centralis,762,367
Physalaemus centralis,773,346
Physalaemus centralis,788,346
Physalaemus centralis,610,334
Physalaemus centralis,644,224
Physalaemus centralis,616,350
Physalaemus centralis,589,349
Physalaemus centralis,456,269
Physalaemus centralis,456,269
Physalaemus centralis,456,269
Physalaemus centralis,456,269
Physalaemus centralis,456,269
Physalaemus centralis,920,394
Physalaemus centralis,378,135
Physalaemus centralis,378,135
Physalaemus centralis,501,269
Physalaemus centralis,759,346
Physalaemus centralis,494,389
Physalaemus centralis,484,322
Physalaemus centralis,824,203
Physalaemus centralis,749,264
Physalaemus centralis,461,269
Physalaemus centralis,461,269
Physalaemus centralis,461,269
Physalaemus centralis,461,269
Physalaemus centralis,460,269
Physalaemus centralis,461,269
Physalaemus centralis,461,269
Physalaemus centralis,461,269
Physalaemus centralis,437,290
Physalaemus centralis,457,220
Physalaemus centralis,461,300
Physalaemus centralis,461,300
Physalaemus centralis,614,265
Physalaemus centralis,416,303
Physalaemus centralis,610,334
Physalaemus centralis,863,394
Physalaemus centralis,887,285
Physalaemus centralis,720,286
Physalaemus centralis,609,370
Physalaemus centralis,610,333
Physalaemus centralis,610,333
Physalaemus centralis,624,265
Physalaemus centralis,586,313
Physalaemus centralis,277,217
Physalaemus centralis,718,322
Physalaemus centralis,104,317
Physalaemus centralis,205,280
Physalaemus centralis,216,300
Physalaemus centralis,166,300
Physalaemus centralis,185,279
Physalaemus centralis,547,245
Physalaemus centralis,81,317
Physalaemus centralis,469,219
Physalaemus centralis,609,312
Physalaemus centralis,796,245
Physalaemus centralis,293,137
Physalaemus centralis,663,202
Physalaemus centralis,1231,393
Physalaemus centralis,418,269
Physalaemus centralis,726,366
Physalaemus centralis,651,366
Physalaemus centralis,665,366
Physalaemus centralis,602,325
Physalaemus centralis,182,239
Physalaemus centralis,457,290
Physalaemus centralis,457,290
Physalaemus centralis,457,290
Physalaemus centralis,474,290
Physalaemus centralis,313,261
Physalaemus centralis,906,286
Physalaemus centralis,610,161
Physalaemus centralis,475,269
Physalaemus centralis,281,227
Physalaemus centralis,439,247
Physalaemus centralis,914,310
Physalaemus centralis,461,269
Physalaemus centralis,513,283
Physalaemus centralis,524,370
Physalaemus centralis,454,247
Physalaemus centralis,454,247
Physalaemus centralis,454,247
Physalaemus centralis,454,268
Physalaemus centralis,454,268
Physalaemus claptoni*,1234,393
Physalaemus claptoni*,1234,393
Physalaemus claptoni*,1234,393
Physalaemus deimaticus,1200,392
Physalaemus deimaticus,827,393
Physalaemus deimaticus,805,393
Physalaemus deimaticus,1231,393
Physalaemus deimaticus,1231,393
Physalaemus deimaticus,825,413
Physalaemus evangelistai,801,415
Physalaemus evangelistai,813,393
Physalaemus evangelistai,827,393
Physalaemus evangelistai,827,393
Physalaemus evangelistai,827,393
Physalaemus evangelistai,1231,394
Physalaemus evangelistai,1231,393
Physalaemus evangelistai,1231,393
Physalaemus evangelistai,914,413
Physalaemus evangelistai,1525,413
Physalaemus marmoratus,610,181
Physalaemus marmoratus,655,202
Physalaemus marmoratus,617,326
Physalaemus marmoratus,608,334
Physalaemus marmoratus,316,207
Physalaemus marmoratus,579,225
Physalaemus marmoratus,610,225
Physalaemus marmoratus,615,312
Physalaemus marmoratus,561,348
Physalaemus marmoratus,569,271
Physalaemus marmoratus,569,271
Physalaemus marmoratus,578,271
Physalaemus marmoratus,530,291
Physalaemus marmoratus,516,291
Physalaemus marmoratus,778,292
Physalaemus marmoratus,1000,306
Physalaemus marmoratus,1000,306
Physalaemus marmoratus,296,242
Physalaemus marmoratus,740,312
Physalaemus marmoratus,740,312
Physalaemus marmoratus,610,392
Physalaemus marmoratus,614,293
Physalaemus marmoratus,656,370
Physalaemus marmoratus,428,166
Physalaemus marmoratus,482,185
Physalaemus marmoratus,610,347
Physalaemus marmoratus,772,367
Physalaemus marmoratus,831,329
Physalaemus marmoratus,1029,285
Physalaemus marmoratus,604,312
Physalaemus marmoratus,624,312
Physalaemus marmoratus,915,392
Physalaemus marmoratus,624,312
Physalaemus marmoratus,543,326
Physalaemus marmoratus,671,347
Physalaemus marmoratus,427,248
Physalaemus marmoratus,460,291
Physalaemus marmoratus,457,289
Physalaemus marmoratus,457,289
Physalaemus marmoratus,936,312
Physalaemus marmoratus,779,346
Physalaemus marmoratus,827,393
Physalaemus marmoratus,616,350
Physalaemus marmoratus,573,349
Physalaemus marmoratus,940,394
Physalaemus marmoratus,902,306
Physalaemus marmoratus,759,346
Physalaemus marmoratus,465,303
Physalaemus marmoratus,824,203
Physalaemus marmoratus,187,117
Physalaemus marmoratus,460,269
Physalaemus marmoratus,521,271
Physalaemus marmoratus,921,331
Physalaemus marmoratus,863,394
Physalaemus marmoratus,504,292
Physalaemus marmoratus,609,370
Physalaemus marmoratus,610,333
Physalaemus marmoratus,624,265
Physalaemus marmoratus,586,313
Physalaemus marmoratus,603,331
Physalaemus marmoratus,609,312
Physalaemus marmoratus,596,312
Physalaemus marmoratus,796,245
Physalaemus marmoratus,816,413
Physalaemus marmoratus,641,202
Physalaemus marmoratus,1231,393
Physalaemus marmoratus,726,366
Physalaemus marmoratus,665,366
Physalaemus marmoratus,306,226
Physalaemus marmoratus,897,394
Physalaemus nattereri,208,137
Physalaemus nattereri,481,220
Physalaemus nattereri,491,220
Physalaemus nattereri,439,204
Physalaemus nattereri,140,296
Physalaemus nattereri,920,285
Physalaemus nattereri,914,285
Physalaemus nattereri,913,285
Physalaemus nattereri,596,181
Physalaemus nattereri,610,181
Physalaemus nattereri,655,202
Physalaemus nattereri,782,203
Physalaemus nattereri,707,203
Physalaemus nattereri,617,326
Physalaemus nattereri,242,143
Physalaemus nattereri,579,225
Physalaemus nattereri,610,225
Physalaemus nattereri,99,142
Physalaemus nattereri,327,74
Physalaemus nattereri,615,312
Physalaemus nattereri,1072,331
Physalaemus nattereri,561,348
Physalaemus nattereri,569,271
Physalaemus nattereri,569,271
Physalaemus nattereri,578,271
Physalaemus nattereri,421,248
Physalaemus nattereri,283,297
Physalaemus nattereri,610,222
Physalaemus nattereri,172,116
Physalaemus nattereri,283,222
Physalaemus nattereri,444,222
Physalaemus nattereri,516,291
Physalaemus nattereri,530,291
Physalaemus nattereri,534,291
Physalaemus nattereri,312,123
Physalaemus nattereri,304,122
Physalaemus nattereri,397,122
Physalaemus nattereri,397,122
Physalaemus nattereri,309,122
Physalaemus nattereri,303,122
Physalaemus nattereri,524,122
Physalaemus nattereri,751,292
Physalaemus nattereri,689,313
Physalaemus nattereri,1099,306
Physalaemus nattereri,1000,306
Physalaemus nattereri,296,242
Physalaemus nattereri,740,312
Physalaemus nattereri,675,312
Physalaemus nattereri,656,370
Physalaemus nattereri,102,96
Physalaemus nattereri,166,96
Physalaemus nattereri,745,287
Physalaemus nattereri,896,374
Physalaemus nattereri,602,163
Physalaemus nattereri,482,185
Physalaemus nattereri,605,324
Physalaemus nattereri,185,318
Physalaemus nattereri,252,318
Physalaemus nattereri,140,297
Physalaemus nattereri,524,225
Physalaemus nattereri,298,137
Physalaemus nattereri,610,347
Physalaemus nattereri,710,203
Physalaemus nattereri,914,285
Physalaemus nattereri,618,290
Physalaemus nattereri,604,312
Physalaemus nattereri,513,268
Physalaemus nattereri,613,204
Physalaemus nattereri,616,204
Physalaemus nattereri,306,161
Physalaemus nattereri,948,307
Physalaemus nattereri,881,286
Physalaemus nattereri,236,137
Physalaemus nattereri,173,138
Physalaemus nattereri,173,138
Physalaemus nattereri,624,312
Physalaemus nattereri,624,312
Physalaemus nattereri,301,227
Physalaemus nattereri,179,318
Physalaemus nattereri,563,268
Physalaemus nattereri,504,269
Physalaemus nattereri,543,326
Physalaemus nattereri,609,270
Physalaemus nattereri,610,270
Physalaemus nattereri,777,286
Physalaemus nattereri,425,264
Physalaemus nattereri,613,266
Physalaemus nattereri,559,310
Physalaemus nattereri,566,290
Physalaemus nattereri,763,265
Physalaemus nattereri,427,248
Physalaemus nattereri,578,267
Physalaemus nattereri,457,290
Physalaemus nattereri,459,291
Physalaemus nattereri,457,289
Physalaemus nattereri,457,289
Physalaemus nattereri,457,289
Physalaemus nattereri,457,289
Physalaemus nattereri,457,289
Physalaemus nattereri,307,247
Physalaemus nattereri,420,268
Physalaemus nattereri,457,290
Physalaemus nattereri,473,290
Physalaemus nattereri,888,312
Physalaemus nattereri,844,312
Physalaemus nattereri,936,312
Physalaemus nattereri,610,267
Physalaemus nattereri,607,311
Physalaemus nattereri,462,271
Physalaemus nattereri,336,144
Physalaemus nattereri,644,224
Physalaemus nattereri,616,350
Physalaemus nattereri,638,292
Physalaemus nattereri,378,135
Physalaemus nattereri,902,306
Physalaemus nattereri,457,269
Physalaemus nattereri,452,269
Physalaemus nattereri,759,346
Physalaemus nattereri,494,389
Physalaemus nattereri,469,303
Physalaemus nattereri,399,303
Physalaemus nattereri,465,303
Physalaemus nattereri,824,203
Physalaemus nattereri,637,203
Physalaemus nattereri,150,121
Physalaemus nattereri,379,222
Physalaemus nattereri,749,264
Physalaemus nattereri,192,143
Physalaemus nattereri,447,136
Physalaemus nattereri,461,269
Physalaemus nattereri,461,269
Physalaemus nattereri,460,269
Physalaemus nattereri,355,207
Physalaemus nattereri,457,220
Physalaemus nattereri,468,221
Physalaemus nattereri,460,290
Physalaemus nattereri,930,285
Physalaemus nattereri,933,285
Physalaemus nattereri,462,268
Physalaemus nattereri,428,289
Physalaemus nattereri,461,300
Physalaemus nattereri,461,300
Physalaemus nattereri,206,298
Physalaemus nattereri,614,265
Physalaemus nattereri,738,328
Physalaemus nattereri,282,303
Physalaemus nattereri,279,303
Physalaemus nattereri,276,303
Physalaemus nattereri,282,303
Physalaemus nattereri,507,246
Physalaemus nattereri,921,331
Physalaemus nattereri,887,285
Physalaemus nattereri,720,286
Physalaemus nattereri,504,292
Physalaemus nattereri,609,370
Physalaemus nattereri,610,333
Physalaemus nattereri,644,307
Physalaemus nattereri,442,269
Physalaemus nattereri,553,289
Physalaemus nattereri,596,266
Physalaemus nattereri,624,265
Physalaemus nattereri,307,53
Physalaemus nattereri,718,322
Physalaemus nattereri,286,75
Physalaemus nattereri,156,116
Physalaemus nattereri,260,317
Physalaemus nattereri,141,317
Physalaemus nattereri,205,280
Physalaemus nattereri,216,300
Physalaemus nattereri,166,300
Physalaemus nattereri,185,279
Physalaemus nattereri,459,290
Physalaemus nattereri,547,245
Physalaemus nattereri,337,184
Physalaemus nattereri,202,95
Physalaemus nattereri,303,165
Physalaemus nattereri,609,312
Physalaemus nattereri,596,312
Physalaemus nattereri,796,245
Physalaemus nattereri,456,268
Physalaemus nattereri,328,247
Physalaemus nattereri,924,331
Physalaemus nattereri,419,269
Physalaemus nattereri,356,247
Physalaemus nattereri,349,247
Physalaemus nattereri,327,247
Physalaemus nattereri,679,366
Physalaemus nattereri,642,202
Physalaemus nattereri,641,202
Physalaemus nattereri,620,202
Physalaemus nattereri,635,202
Physalaemus nattereri,418,269
Physalaemus nattereri,700,345
Physalaemus nattereri,726,366
Physalaemus nattereri,555,365
Physalaemus nattereri,618,365
Physalaemus nattereri,602,325
Physalaemus nattereri,768,333
Physalaemus nattereri,457,290
Physalaemus nattereri,457,290
Physalaemus nattereri,224,96
Physalaemus nattereri,417,246
Physalaemus nattereri,611,224
Physalaemus nattereri,906,286
Physalaemus nattereri,533,161
Physalaemus nattereri,541,290
Physalaemus nattereri,705,94
Physalaemus nattereri,582,290
Physalaemus nattereri,409,228
Physalaemus nattereri,140,300
Physalaemus nattereri,352,247
Physalaemus nattereri,306,226
Physalaemus nattereri,623,308
Physalaemus nattereri,381,227
Physalaemus nattereri,426,268
Physalaemus nattereri,439,247
Physalaemus nattereri,779,309
Physalaemus nattereri,604,327
Physalaemus nattereri,461,269
Physalaemus nattereri,422,247
Physalaemus nattereri,609,74
Physalaemus nattereri,524,370
Physalaemus nattereri,194,138
Physalaemus nattereri,197,53
Physalaemus nattereri,454,247
Physalaemus nattereri,459,268
Physalaemus nattereri,454,268
Pithecopus araguaius*,298,137
Pithecopus araguaius*,291,222
Pithecopus araguaius*,291,222
Pithecopus araguaius*,168,237
Pithecopus ayeaye,876,353
Pithecopus ayeaye,1251,396
Pithecopus ayeaye,1219,394
Pithecopus ayeaye,1232,394
Pithecopus ayeaye,1218,394
Pithecopus ayeaye,1219,394
Pithecopus ayeaye,1428,375
Pithecopus ayeaye,1155,394
Pithecopus ayeaye,1223,394
Pithecopus ayeaye,1489,394
Pithecopus ayeaye,1258,394
Pithecopus ayeaye,1233,394
Pithecopus ayeaye,1352,394
Pithecopus ayeaye,1490,394
Pithecopus ayeaye,1185,394
Pithecopus ayeaye,901,374
Pithecopus ayeaye,1182,374
Pithecopus ayeaye,1236,375
Pithecopus ayeaye,1438,375
Pithecopus ayeaye,1438,375
Pithecopus ayeaye,1219,394
Pithecopus ayeaye,1038,394
Pithecopus ayeaye,1038,394
Pithecopus ayeaye,1195,394
Pithecopus ayeaye,1220,394
Pithecopus ayeaye,1219,394
Pithecopus ayeaye,1286,394
Pithecopus ayeaye,1219,394
Pithecopus ayeaye,1219,394
Pithecopus ayeaye,1478,394
Pithecopus ayeaye,1511,394
Pithecopus ayeaye,1511,394
Pithecopus ayeaye,1144,394
Pithecopus ayeaye,881,394
Pithecopus ayeaye,1222,394
Pithecopus ayeaye,1511,394
Pithecopus ayeaye,921,331
Pithecopus ayeaye,952,310
Pithecopus ayeaye,914,331
Pithecopus ayeaye,1230,333
Pithecopus ayeaye,1404,333
Pithecopus ayeaye,1404,333
Pithecopus ayeaye,1220,333
Pithecopus ayeaye,1235,333
Pithecopus ayeaye,1245,333
Pithecopus ayeaye,1404,333
Pithecopus ayeaye,1235,333
Pithecopus ayeaye,1541,333
Pithecopus ayeaye,1511,333
Pithecopus ayeaye,755,331
Pithecopus ayeaye,913,331
Pithecopus ayeaye,903,331
Pithecopus ayeaye,905,331
Pithecopus ayeaye,903,331
Pithecopus ayeaye,919,331
Pithecopus ayeaye,911,331
Pithecopus ayeaye,912,331
Pithecopus ayeaye,903,331
Pithecopus ayeaye,911,331
Pithecopus azureus,298,316
Pithecopus azureus,248,316
Pithecopus azureus,300,316
Pithecopus azureus,208,137
Pithecopus azureus,140,296
Pithecopus azureus,920,285
Pithecopus azureus,913,285
Pithecopus azureus,913,285
Pithecopus azureus,914,285
Pithecopus azureus,913,285
Pithecopus azureus,913,285
Pithecopus azureus,914,285
Pithecopus azureus,913,285
Pithecopus azureus,913,285
Pithecopus azureus,683,322
Pithecopus azureus,610,181
Pithecopus azureus,615,202
Pithecopus azureus,1018,304
Pithecopus azureus,242,143
Pithecopus azureus,579,225
Pithecopus azureus,99,142
Pithecopus azureus,312,222
Pithecopus azureus,154,257
Pithecopus azureus,325,222
Pithecopus azureus,327,74
Pithecopus azureus,264,297
Pithecopus azureus,175,297
Pithecopus azureus,264,297
Pithecopus azureus,101,359
Pithecopus azureus,327,222
Pithecopus azureus,437,222
Pithecopus azureus,569,222
Pithecopus azureus,747,344
Pithecopus azureus,304,122
Pithecopus azureus,397,122
Pithecopus azureus,397,122
Pithecopus azureus,309,122
Pithecopus azureus,524,122
Pithecopus azureus,303,122
Pithecopus azureus,1000,306
Pithecopus azureus,886,327
Pithecopus azureus,102,96
Pithecopus azureus,482,185
Pithecopus azureus,180,318
Pithecopus azureus,166,297
Pithecopus azureus,310,318
Pithecopus azureus,166,297
Pithecopus azureus,268,318
Pithecopus azureus,177,297
Pithecopus azureus,211,318
Pithecopus azureus,252,318
Pithecopus azureus,140,297
Pithecopus azureus,200,318
Pithecopus azureus,210,257
Pithecopus azureus,164,257
Pithecopus azureus,178,257
Pithecopus azureus,298,137
Pithecopus azureus,298,137
Pithecopus azureus,914,285
Pithecopus azureus,609,304
Pithecopus azureus,1029,285
Pithecopus azureus,236,137
Pithecopus azureus,179,318
Pithecopus azureus,244,297
Pithecopus azureus,222,260
Pithecopus azureus,457,363
Pithecopus azureus,777,286
Pithecopus azureus,777,286
Pithecopus azureus,558,264
Pithecopus azureus,425,264
Pithecopus azureus,311,298
Pithecopus azureus,613,266
Pithecopus azureus,223,299
Pithecopus azureus,220,299
Pithecopus azureus,209,299
Pithecopus azureus,305,299
Pithecopus azureus,613,243
Pithecopus azureus,613,243
Pithecopus azureus,455,389
Pithecopus azureus,649,285
Pithecopus azureus,336,144
Pithecopus azureus,644,224
Pithecopus azureus,486,74
Pithecopus azureus,902,306
Pithecopus azureus,759,346
Pithecopus azureus,759,346
Pithecopus azureus,695,283
Pithecopus azureus,469,303
Pithecopus azureus,399,303
Pithecopus azureus,465,303
Pithecopus azureus,824,203
Pithecopus azureus,379,222
Pithecopus azureus,749,264
Pithecopus azureus,796,304
Pithecopus azureus,187,117
Pithecopus azureus,461,300
Pithecopus azureus,461,300
Pithecopus azureus,461,300
Pithecopus azureus,206,298
Pithecopus azureus,282,303
Pithecopus azureus,279,303
Pithecopus azureus,282,303
Pithecopus azureus,282,303
Pithecopus azureus,915,285
Pithecopus azureus,720,286
Pithecopus azureus,773,285
Pithecopus azureus,773,285
Pithecopus azureus,644,307
Pithecopus azureus,148,117
Pithecopus azureus,148,117
Pithecopus azureus,260,317
Pithecopus azureus,260,317
Pithecopus azureus,216,300
Pithecopus azureus,166,300
Pithecopus azureus,185,279
Pithecopus azureus,547,245
Pithecopus azureus,547,245
Pithecopus azureus,303,165
Pithecopus azureus,555,322
Pithecopus azureus,542,322
Pithecopus azureus,659,366
Pithecopus azureus,639,202
Pithecopus azureus,587,284
Pithecopus azureus,1235,393
Pithecopus azureus,285,159
Pithecopus azureus,700,345
Pithecopus azureus,733,366
Pithecopus azureus,616,365
Pithecopus azureus,651,366
Pithecopus azureus,618,365
Pithecopus azureus,602,325
Pithecopus azureus,313,261
Pithecopus azureus,263,302
Pithecopus azureus,266,302
Pithecopus azureus,265,302
Pithecopus azureus,611,224
Pithecopus azureus,611,224
Pithecopus azureus,906,286
Pithecopus azureus,906,286
Pithecopus azureus,779,309
Pithecopus azureus,604,327
Pithecopus azureus,461,269
Pithecopus azureus,463,269
Pithecopus azureus,513,283
Pithecopus azureus,609,74
Pithecopus azureus,460,237
Pithecopus azureus,300,297
Pithecopus centralis,524,222
Pithecopus centralis,298,137
Pithecopus centralis,298,137
Pithecopus centralis,702,137
Pithecopus centralis,702,137
Pithecopus centralis,762,137
Pithecopus centralis,301,137
Pithecopus centralis,326,137
Pithecopus centralis,632,137
Pithecopus centralis,627,137
Pithecopus centralis,762,137
Pithecopus centralis,292,137
Pithecopus centralis,702,137
Pithecopus centralis,695,137
Pithecopus centralis,717,137
Pithecopus centralis,702,137
Pithecopus centralis,148,117
Pithecopus megacephalus,805,392
Pithecopus megacephalus,1226,412
Pithecopus megacephalus,1218,392
Pithecopus megacephalus,813,393
Pithecopus megacephalus,1056,393
Pithecopus megacephalus,1204,393
Pithecopus megacephalus,673,412
Pithecopus megacephalus,831,412
Pithecopus megacephalus,1224,392
Pithecopus megacephalus,1086,392
Pithecopus megacephalus,1253,392
Pithecopus megacephalus,1260,392
Pithecopus megacephalus,915,392
Pithecopus megacephalus,1253,392
Pithecopus megacephalus,1260,392
Pithecopus megacephalus,1087,412
Pithecopus megacephalus,789,411
Pithecopus megacephalus,1376,393
Pithecopus megacephalus,805,393
Pithecopus megacephalus,827,393
Pithecopus megacephalus,827,393
Pithecopus megacephalus,805,393
Pithecopus megacephalus,931,410
Pithecopus megacephalus,821,410
Pithecopus megacephalus,1219,392
Pithecopus megacephalus,1032,371
Pithecopus megacephalus,1267,393
Pithecopus megacephalus,1376,411
Pithecopus megacephalus,1212,411
Pithecopus megacephalus,1327,411
Pithecopus megacephalus,1353,411
Pithecopus megacephalus,1086,411
Pithecopus megacephalus,1212,411
Pithecopus megacephalus,1212,411
Pithecopus megacephalus,1212,411
Pithecopus megacephalus,1219,393
Pithecopus megacephalus,1245,393
Pithecopus megacephalus,1237,393
Pithecopus megacephalus,1236,393
Pithecopus megacephalus,1065,393
Pithecopus megacephalus,1480,393
Pithecopus megacephalus,1284,393
Pithecopus megacephalus,1339,393
Pithecopus megacephalus,1219,393
Pithecopus megacephalus,1231,393
Pithecopus megacephalus,1220,393
Pithecopus megacephalus,1220,393
Pithecopus megacephalus,1214,393
Pithecopus megacephalus,1161,393
Pithecopus megacephalus,1235,393
Pithecopus megacephalus,1235,393
Pithecopus megacephalus,1112,393
Pithecopus megacephalus,1231,393
Pithecopus megacephalus,1231,393
Pithecopus megacephalus,914,413
Pithecopus megacephalus,1562,413
Pithecopus megacephalus,1525,413
Pithecopus megacephalus,1562,413
Pithecopus megacephalus,1548,413
Pithecopus megacephalus,1525,413
Pithecopus megacephalus,1562,413
Pithecopus megacephalus,1562,413
Pithecopus megacephalus,981,413
Pithecopus megacephalus,917,413
Pithecopus megacephalus,919,392
Pithecopus megacephalus,1525,413
Pithecopus oreades,1018,304
Pithecopus oreades,864,304
Pithecopus oreades,877,304
Pithecopus oreades,1118,325
Pithecopus oreades,931,304
Pithecopus oreades,1147,306
Pithecopus oreades,1000,306
Pithecopus oreades,1092,306
Pithecopus oreades,938,287
Pithecopus oreades,1173,304
Pithecopus oreades,726,304
Pithecopus oreades,465,303
Pithecopus oreades,882,330
Pithecopus oreades,773,285
Placosoma cipoense,973,393
Polystictus superciliaris,1212,393
Polystictus superciliaris,1224,394
Polystictus superciliaris,1248,394
Polystictus superciliaris,902,394
Polystictus superciliaris,823,394
Polystictus superciliaris,860,394
Polystictus superciliaris,803,394
Polystictus superciliaris,1255,393
Polystictus superciliaris,1049,412
Polystictus superciliaris,1231,394
Polystictus superciliaris,845,415
Polystictus superciliaris,961,411
Polystictus superciliaris,925,393
Polystictus superciliaris,828,414
Polystictus superciliaris,897,394
Polystictus superciliaris,1200,392
Polystictus superciliaris,832,414
Polystictus superciliaris,782,415
Polystictus superciliaris,819,394
Polystictus superciliaris,897,394
Polystictus superciliaris,763,414
Polystictus superciliaris,826,396
Polystictus superciliaris,996,394
Polystictus superciliaris,858,394
Polystictus superciliaris,680,414
Polystictus superciliaris,859,394
