id,left,top,right,bottom,xcoord,ycoord
325,-47.443771362158600,-13.532325744837181,-46.443771362158600,-14.532325744837181,-46.9437713621586,-14.0323257448372
326,-47.443771362158600,-14.532325744837181,-46.443771362158600,-15.532325744837181,-46.9437713621586,-15.0323257448372
327,-47.443771362158600,-15.532325744837181,-46.443771362158600,-16.532325744837181,-46.9437713621586,-16.0323257448372
328,-47.443771362158600,-16.532325744837181,-46.443771362158600,-17.532325744837181,-46.9437713621586,-17.0323257448372
329,-47.443771362158600,-17.532325744837181,-46.443771362158600,-18.532325744837181,-46.9437713621586,-18.0323257448372
330,-47.443771362158600,-18.532325744837181,-46.443771362158600,-19.532325744837181,-46.9437713621586,-19.0323257448372
331,-47.443771362158600,-19.532325744837181,-46.443771362158600,-20.532325744837181,-46.9437713621586,-20.0323257448372
332,-47.443771362158600,-20.532325744837181,-46.443771362158600,-21.532325744837181,-46.9437713621586,-21.0323257448372
333,-47.443771362158600,-21.532325744837181,-46.443771362158600,-22.532325744837181,-46.9437713621586,-22.0323257448372
334,-47.443771362158600,-22.532325744837181,-46.443771362158600,-23.532325744837181,-46.9437713621586,-23.0323257448372
337,-46.443771362158600,-4.532325744837180,-45.443771362158600,-5.532325744837180,-45.9437713621586,-5.03232574483718
338,-46.443771362158600,-5.532325744837180,-45.443771362158600,-6.532325744837180,-45.9437713621586,-6.03232574483718
339,-46.443771362158600,-6.532325744837180,-45.443771362158600,-7.532325744837180,-45.9437713621586,-7.03232574483718
340,-46.443771362158600,-7.532325744837180,-45.443771362158600,-8.532325744837182,-45.9437713621586,-8.03232574483718
341,-46.443771362158600,-8.532325744837182,-45.443771362158600,-9.532325744837181,-45.9437713621586,-9.03232574483718
342,-46.443771362158600,-9.532325744837181,-45.443771362158600,-10.532325744837181,-45.9437713621586,-10.0323257448372
343,-46.443771362158600,-10.532325744837181,-45.443771362158600,-11.532325744837181,-45.9437713621586,-11.0323257448372
344,-46.443771362158600,-11.532325744837181,-45.443771362158600,-12.532325744837181,-45.9437713621586,-12.0323257448372
345,-46.443771362158600,-12.532325744837181,-45.443771362158600,-13.532325744837181,-45.9437713621586,-13.0323257448372
346,-46.443771362158600,-13.532325744837181,-45.443771362158600,-14.532325744837181,-45.9437713621586,-14.0323257448372
347,-46.443771362158600,-14.532325744837181,-45.443771362158600,-15.532325744837181,-45.9437713621586,-15.0323257448372
348,-46.443771362158600,-15.532325744837181,-45.443771362158600,-16.532325744837181,-45.9437713621586,-16.0323257448372
349,-46.443771362158600,-16.532325744837181,-45.443771362158600,-17.532325744837181,-45.9437713621586,-17.0323257448372
350,-46.443771362158600,-17.532325744837181,-45.443771362158600,-18.532325744837181,-45.9437713621586,-18.0323257448372
351,-46.443771362158600,-18.532325744837181,-45.443771362158600,-19.532325744837181,-45.9437713621586,-19.0323257448372
352,-46.443771362158600,-19.532325744837181,-45.443771362158600,-20.532325744837181,-45.9437713621586,-20.0323257448372
353,-46.443771362158600,-20.532325744837181,-45.443771362158600,-21.532325744837181,-45.9437713621586,-21.0323257448372
358,-45.443771362158600,-4.532325744837180,-44.443771362158600,-5.532325744837180,-44.9437713621586,-5.03232574483718
359,-45.443771362158600,-5.532325744837180,-44.443771362158600,-6.532325744837180,-44.9437713621586,-6.03232574483718
360,-45.443771362158600,-6.532325744837180,-44.443771362158600,-7.532325744837180,-44.9437713621586,-7.03232574483718
361,-45.443771362158600,-7.532325744837180,-44.443771362158600,-8.532325744837182,-44.9437713621586,-8.03232574483718
362,-45.443771362158600,-8.532325744837182,-44.443771362158600,-9.532325744837181,-44.9437713621586,-9.03232574483718
363,-45.443771362158600,-9.532325744837181,-44.443771362158600,-10.532325744837181,-44.9437713621586,-10.0323257448372
364,-45.443771362158600,-10.532325744837181,-44.443771362158600,-11.532325744837181,-44.9437713621586,-11.0323257448372
365,-45.443771362158600,-11.532325744837181,-44.443771362158600,-12.532325744837181,-44.9437713621586,-12.0323257448372
366,-45.443771362158600,-12.532325744837181,-44.443771362158600,-13.532325744837181,-44.9437713621586,-13.0323257448372
367,-45.443771362158600,-13.532325744837181,-44.443771362158600,-14.532325744837181,-44.9437713621586,-14.0323257448372
368,-45.443771362158600,-14.532325744837181,-44.443771362158600,-15.532325744837181,-44.9437713621586,-15.0323257448372
369,-45.443771362158600,-15.532325744837181,-44.443771362158600,-16.532325744837181,-44.9437713621586,-16.0323257448372
370,-45.443771362158600,-16.532325744837181,-44.443771362158600,-17.532325744837181,-44.9437713621586,-17.0323257448372
371,-45.443771362158600,-17.532325744837181,-44.443771362158600,-18.532325744837181,-44.9437713621586,-18.0323257448372
372,-45.443771362158600,-18.532325744837181,-44.443771362158600,-19.532325744837181,-44.9437713621586,-19.0323257448372
373,-45.443771362158600,-19.532325744837181,-44.443771362158600,-20.532325744837181,-44.9437713621586,-20.0323257448372
374,-45.443771362158600,-20.532325744837181,-44.443771362158600,-21.532325744837181,-44.9437713621586,-21.0323257448372
375,-45.443771362158600,-21.532325744837181,-44.443771362158600,-22.532325744837181,-44.9437713621586,-22.0323257448372
380,-44.443771362158600,-5.532325744837180,-43.443771362158600,-6.532325744837180,-43.9437713621586,-6.03232574483718
381,-44.443771362158600,-6.532325744837180,-43.443771362158600,-7.532325744837180,-43.9437713621586,-7.03232574483718
382,-44.443771362158600,-7.532325744837180,-43.443771362158600,-8.532325744837182,-43.9437713621586,-8.03232574483718
383,-44.443771362158600,-8.532325744837182,-43.443771362158600,-9.532325744837181,-43.9437713621586,-9.03232574483718
384,-44.443771362158600,-9.532325744837181,-43.443771362158600,-10.532325744837181,-43.9437713621586,-10.0323257448372
385,-44.443771362158600,-10.532325744837181,-43.443771362158600,-11.532325744837181,-43.9437713621586,-11.0323257448372
386,-44.443771362158600,-11.532325744837181,-43.443771362158600,-12.532325744837181,-43.9437713621586,-12.0323257448372
387,-44.443771362158600,-12.532325744837181,-43.443771362158600,-13.532325744837181,-43.9437713621586,-13.0323257448372
389,-44.443771362158600,-14.532325744837181,-43.443771362158600,-15.532325744837181,-43.9437713621586,-15.0323257448372
390,-44.443771362158600,-15.532325744837181,-43.443771362158600,-16.532325744837181,-43.9437713621586,-16.0323257448372
391,-44.443771362158600,-16.532325744837181,-43.443771362158600,-17.532325744837181,-43.9437713621586,-17.0323257448372
392,-44.443771362158600,-17.532325744837181,-43.443771362158600,-18.532325744837181,-43.9437713621586,-18.0323257448372
393,-44.443771362158600,-18.532325744837181,-43.443771362158600,-19.532325744837181,-43.9437713621586,-19.0323257448372
394,-44.443771362158600,-19.532325744837181,-43.443771362158600,-20.532325744837181,-43.9437713621586,-20.0323257448372
395,-44.443771362158600,-20.532325744837181,-43.443771362158600,-21.532325744837181,-43.9437713621586,-21.0323257448372
396,-44.443771362158600,-21.532325744837181,-43.443771362158600,-22.532325744837181,-43.9437713621586,-22.0323257448372
402,-43.443771362158600,-6.532325744837180,-42.443771362158600,-7.532325744837180,-42.9437713621586,-7.03232574483718
403,-43.443771362158600,-7.532325744837180,-42.443771362158600,-8.532325744837182,-42.9437713621586,-8.03232574483718
404,-43.443771362158600,-8.532325744837182,-42.443771362158600,-9.532325744837181,-42.9437713621586,-9.03232574483718
406,-43.443771362158600,-10.532325744837181,-42.443771362158600,-11.532325744837181,-42.9437713621586,-11.0323257448372
407,-43.443771362158600,-11.532325744837181,-42.443771362158600,-12.532325744837181,-42.9437713621586,-12.0323257448372
408,-43.443771362158600,-12.532325744837181,-42.443771362158600,-13.532325744837181,-42.9437713621586,-13.0323257448372
410,-43.443771362158600,-14.532325744837181,-42.443771362158600,-15.532325744837181,-42.9437713621586,-15.0323257448372
411,-43.443771362158600,-15.532325744837181,-42.443771362158600,-16.532325744837181,-42.9437713621586,-16.0323257448372
412,-43.443771362158600,-16.532325744837181,-42.443771362158600,-17.532325744837181,-42.9437713621586,-17.0323257448372
413,-43.443771362158600,-17.532325744837181,-42.443771362158600,-18.532325744837181,-42.9437713621586,-18.0323257448372
414,-43.443771362158600,-18.532325744837181,-42.443771362158600,-19.532325744837181,-42.9437713621586,-19.0323257448372
415,-43.443771362158600,-19.532325744837181,-42.443771362158600,-20.532325744837181,-42.9437713621586,-20.0323257448372
423,-42.443771362158600,-6.532325744837180,-41.443771362158600,-7.532325744837180,-41.9437713621586,-7.03232574483718
431,-42.443771362158600,-14.532325744837181,-41.443771362158600,-15.532325744837181,-41.9437713621586,-15.0323257448372
432,-42.443771362158600,-15.532325744837181,-41.443771362158600,-16.532325744837181,-41.9437713621586,-16.0323257448372
433,-42.443771362158600,-16.532325744837181,-41.443771362158600,-17.532325744837181,-41.9437713621586,-17.0323257448372
